latitude,longitude,year,count
42.682453,2.734763,2018.0,2
42.684685,2.8678,2023.0,2
42.68525149999999,2.863237199999999,2023.0,1
42.685263990281,2.8638067472202,2024.0,5
42.68707516170984,2.906415749608753,2024.0,3
42.687274335822,2.8834670962646,2024.0,22
42.690517,2.850047,2023.0,2
42.691616,2.922786,2022.0,2
42.691828,9.358596,2022.0,2
42.69298,2.800835,2022.0,2
42.69347043,2.84836487,2022.0,3
42.6938519,2.8464508,2024.0,3
42.69575,3.031465,2022.0,2
42.69582,9.34988,2024.0,1
42.696325,2.768797,2017.0,2
42.698,2.8879686,2022.0,5
42.698,2.8879686,2023.0,10
42.698224,2.895326,2022.0,10
42.698224,2.895326,2024.0,7
42.699604,1.811361,2022.0,2
42.6996294,2.9350427,2024.0,3
42.70032206,3.02103501,2024.0,6
42.7003321,3.0229193,2021.0,6
42.700432,2.097499,2023.0,3
42.70115603,2.82195946,2022.0,2
42.701454,2.944873,2022.0,8
42.701691,3.037014,2023.0,6
42.702729,9.440875,2021.0,4
42.702804222376,2.943190929361,2024.0,22
42.705297,3.008899,2021.0,2
42.706430854628,3.0140640836449,2024.0,5
42.706709,9.455,2023.0,6
42.70833,9.45321,2021.0,2
42.716554,2.838817,2022.0,2
42.719505,1.837013,2022.0,2
42.720458,1.840973,2022.0,2
42.72479772887057,1.6911649515266458,2022.0,2
42.7256875,2.8873781,2024.0,41
42.726042,2.442659,2022.0,2
42.728076,2.985779,2022.0,3
42.7302941,2.9297725,2021.0,2
42.730355,3.025098,2022.0,2
42.731287,1.954753,2024.0,2
42.732786,3.035791,2022.0,2
42.73524,-0.01092,2021.0,2
42.73825410000001,9.4605483,2023.0,2
42.740711,9.46079,2023.0,4
42.742638,9.452772,2023.0,2
42.742776,9.456518,2022.0,2
42.74278328799268,2.891161678037073,2024.0,3
42.743605,2.920036,2022.0,2
42.749804,2.677091,2018.0,2
42.75077544,2.89199257,2024.0,11
42.751481,2.811821,2022.0,2
42.75355138,2.89317902,2024.0,11
42.754414,2.993579,2022.0,2
42.754958,2.856928,2022.0,2
42.758056,2.754162,2019.0,2
42.75975,2.956323,2017.0,2
42.761573,1.760866,2022.0,2
42.765576,2.665732,2023.0,2
42.767492,3.028019,2022.0,2
42.767498,2.869745,2022.0,2
42.768102,2.876438,2022.0,2
42.7683,1.4999,2022.0,2
42.768422,2.656196,2017.0,2
42.773496412151,3.015753792157,2024.0,5
42.774359,2.914478,2023.0,11
42.77530709,3.02004486,2021.0,2
42.77530709,3.02004486,2023.0,4
42.775341,2.908312,2021.0,20
42.775458,2.836029,2022.0,2
42.775461,2.990144,2017.0,2
42.775777,2.919146,2022.0,12
42.777032489606,2.9082525276127,2023.0,8
42.777032489606,2.9082525276127,2024.0,2
42.7798,2.8994,2021.0,2
42.782197983998,2.9009654018871,2024.0,5
42.784335,2.898067,2024.0,4
42.784481,2.967672,2022.0,2
42.785202,0.161238,2022.0,2
42.7874881,1.2999165,2024.0,3
42.7880177749375,0.4773535481795201,2024.0,2
42.78889,0.01832,2022.0,4
42.788916,3.034282,2022.0,2
42.789366,1.33707,2022.0,2
42.7894,0.591993,2017.0,2
42.794912,0.441652,2022.0,2
42.79569,0.40869,2022.0,2
42.79691,1.91684,2024.0,2
42.799326,0.407987,2022.0,2
42.8030556,2.228611112,2022.0,2
42.8038889,2.295556,2022.0,2
42.8041667,2.23472222222222,2021.0,2
42.808432550005,0.59848941219901,2024.0,6
42.809814,2.590902,2017.0,2
42.81,2.308334,2022.0,2
42.810438,2.504347,2021.0,2
42.81216,2.376073,2022.0,2
42.814398,2.744888,2022.0,2
42.81658,0.31975,2022.0,2
42.8168,0.32219,2022.0,2
42.817255,0.323246,2020.0,1
42.817575,0.323998,2022.0,2
42.82032394,1.994476318,2022.0,2
42.820681,0.320933,2024.0,3
42.82269,0.325028,2024.0,2
42.825605,0.32667,2022.0,2
42.82758,0.33408,2022.0,2
42.828438,3.038588,2022.0,2
42.830043,2.917944,2017.0,2
42.84012418,3.03797136,2021.0,2
42.8413238,3.0382695,2024.0,3
42.8444632,1.7449164,2024.0,3
42.845149,1.606001,2023.0,5
42.845215,1.603945,2022.0,2
42.84540556623,1.59980393711,2021.0,6
42.846806,1.599735,2022.0,2
42.8552778,3.0363889,2022.0,4
42.8616667,2.56527777777777,2022.0,2
42.86302,-0.01095,2022.0,2
42.864,1.203,2022.0,2
42.87247,-0.00492,2022.0,2
42.87351,-0.00165,2022.0,2
42.8736111,2.1825,2022.0,2
42.8739,2.18249999999999,2022.0,2
42.874758,-0.00825,2024.0,3
42.8758333,2.35083333333333,2017.0,2
42.888611,2.720278,2022.0,2
42.889115,1.347092,2022.0,2
42.8894,-0.11261,2022.0,2
42.889741,-0.0311,2024.0,2
42.89026,-0.11573,2022.0,2
42.892026,-0.114633,2024.0,2
42.894942,2.993399,2023.0,3
42.895385,1.795209,2022.0,2
42.89651,0.06256,2022.0,2
42.90314,0.10111,2022.0,2
42.904392,1.931897,2022.0,2
42.90469,0.3606,2022.0,2
42.90602,2.32889,2021.0,1
42.90656,0.36009,2024.0,3
42.91015,0.17988,2022.0,2
42.9113889,3.02444444444444,2022.0,3
42.9147,0.64527,2017.0,2
42.921667,2.320833,2022.0,2
42.922484,1.031534,2022.0,2
42.926193,9.451707,2023.0,2
42.927675,1.857966,2024.0,4
42.931591,2.978205,2022.0,2
42.933516,9.463024,2023.0,2
42.9337,1.634,2022.0,2
42.935,3.03166666666667,2022.0,2
42.935157332,2.215775334,2022.0,2
42.935415,1.850334,2022.0,2
42.940406,1.854863,2022.0,2
42.9436111,2.25472222222222,2022.0,2
42.9494317,2.969035,2023.0,18
42.951338,2.97191,2023.0,13
42.951338,2.97191,2024.0,1
42.95682,-0.21044,2022.0,2
42.957455,2.839759,2024.0,2
42.957538,9.455321,2021.0,2
42.959062,2.259884,2022.0,2
42.95916,-0.07615,2022.0,2
42.96,2.52944444444444,2022.0,2
42.96293,-0.06866,2022.0,2
42.963162,1.604292,2022.0,2
42.964367,1.609526,2022.0,2
42.96596,2.71061,2024.0,2
42.968805,1.866233,2022.0,2
42.9708,0.658565,2018.0,2
42.971553,1.60735,2021.0,2
42.9738,0.667604,2017.0,2
42.974492,-0.189865,2023.0,2
42.974528,2.994821,2021.0,2
42.976283,9.380509,2022.0,2
42.980844,2.004764,2022.0,2
42.983333,2.006944,2022.0,2
42.9847,0.7886,2017.0,2
42.984822,1.143249,2022.0,2
42.98485136285831,2.7603479812374845,2024.0,2
42.985832,2.758656,2024.0,2
42.988137,-0.088998,2021.0,2
42.9930556,2.95361111111111,2018.0,2
42.9937786,1.615694,2022.0,2
42.993833,1.279369,2022.0,2
42.996016127169966,0.9071284851221806,2024.0,2
42.99689894674943,2.815635840348807,2024.0,2
43.000159063034566,0.3790712356567383,2022.0,1
43.0006,1.1372,2022.0,2
43.0010193,2.5655232,2024.0,3
43.00361,-0.10288,2022.0,2
43.005,2.62666666666667,2022.0,2
43.00587,1.615962,2022.0,2
43.00746,-0.09501,2022.0,2
43.00925,-0.10043,2022.0,2
43.012227,-0.096834,2021.0,8
43.012227,-0.096834,2022.0,3
43.012886,1.429564,2022.0,2
43.013972,3.064333,2022.0,2
43.0142812,3.051002,2022.0,2
43.0147,0.8006,2017.0,2
43.0164,0.95573,2018.0,2
43.01893,0.58943,2022.0,2
43.02043,0.60843,2022.0,2
43.021625,3.033481,2024.0,7
43.021985,3.037607,2022.0,2
43.022679,1.468311,2022.0,2
43.026115,1.799727,2022.0,2
43.0275,2.981666667,2022.0,2
43.0287264,6.1551269,2024.0,2
43.0291,0.58466,2018.0,2
43.0291667,2.97944444444444,2022.0,2
43.030095,6.153966,2023.0,4
43.03051330362548,2.9659099105131914,2024.0,3
43.03064830970447,0.620402777280793,2023.0,6
43.031134,1.020683,2022.0,2
43.0342,0.62402,2018.0,2
43.038647,6.131286,2022.0,2
43.0393,0.587374,2018.0,2
43.0421,1.6292,2022.0,2
43.047876,6.148806,2022.0,2
43.0484,0.74656,2017.0,2
43.0505556,2.21861,2022.0,2
43.051659,2.928098,2021.0,2
43.0566667,2.21527777777777,2022.0,4
43.057557,6.147748,2023.0,4
43.0577778,2.92194444444444,2022.0,2
43.061587,0.589824,2023.0,7
43.062821,0.14635,2022.0,2
43.064793,6.149858,2021.0,2
43.065721,2.958165,2023.0,12
43.06825,0.15511,2022.0,2
43.07032,-0.07573,2022.0,2
43.071083,5.907343,2020.0,2
43.071099,5.853784,2024.0,2
43.07246643559,2.2217780607826,2023.0,6
43.073499,1.646515,2022.0,2
43.07423670659849,1.640603208605418,2024.0,3
43.074698,5.926722,2023.0,2
43.074792,1.640626,2024.0,12
43.07487,5.800506,2021.0,2
43.074883,1.641617,2023.0,9
43.074958,1.641624,2023.0,1
43.074992,2.220813,2023.0,2
43.075105,5.805145,2020.0,2
43.07855,0.38087,2022.0,2
43.078878,5.898863,2020.0,2
43.079295,1.361601,2022.0,2
43.079788,6.153919,2023.0,2
43.079961,6.124664,2023.0,2
43.08026,0.48102,2022.0,2
43.080577,5.89433,2020.0,2
43.080991,5.806694,2022.0,2
43.083425,6.150598,2022.0,2
43.084552,6.018776,2021.0,2
43.0849,0.57109,2017.0,2
43.085014,1.875788,2022.0,2
43.08602,0.27986,2022.0,2
43.0866,1.6274,2022.0,2
43.086674,-0.423739,2020.0,1
43.086944,2.225833,2021.0,2
43.087644,6.0766,2021.0,2
43.0877778,2.95972222222222,2022.0,2
43.087816,-0.04493,2024.0,4
43.088294,0.56405,2024.0,5
43.088313,6.083604,2022.0,2
43.08841083583818,2.5189440137353016,2024.0,3
43.088683,1.8745895,2023.0,1
43.089178,0.563104,2024.0,4
43.089479,-1.424613,2021.0,2
43.0905556,2.622777778,2022.0,2
43.091278,5.811146,2023.0,2
43.091682,5.836931,2021.0,2
43.091725,5.900207,2023.0,2
43.09216,-0.04571,2022.0,2
43.0927778,2.620556,2022.0,2
43.092958,6.074425,2020.0,2
43.092978,6.025026,2021.0,2
43.093044,0.697535,2021.0,2
43.093055,-0.046436,2022.0,2
43.093078,1.721403,2022.0,2
43.09328,-0.04766,2022.0,2
43.0935,0.74389,2017.0,2
43.093511,5.842399,2022.0,2
43.094444,2.309167,2022.0,2
43.09468,-0.05254,2022.0,2
43.094876,6.077222,2022.0,2
43.09586,-0.05541,2022.0,2
43.0962,0.70622,2017.0,2
43.098333,3.107155,2024.0,1
43.098615,1.678964,2023.0,4
43.09898,-0.0519,2022.0,2
43.099438979233,1.6243336588955,2024.0,5
43.099443,0.377485,2024.0,2
43.09965,-0.04229,2022.0,2
43.09965,-0.04229,2023.0,3
43.099783,5.8125,2021.0,2
43.09991,5.811991,2020.0,2
43.100631,5.8226,2021.0,2
43.10066375282533,0.9588304576710754,2022.0,2
43.101577,5.884482,2020.0,2
43.10169,-0.04156,2022.0,2
43.1018,1.4438,2022.0,2
43.101933508937,0.96140168594856,2022.0,3
43.10244,0.31966,2022.0,2
43.103103,5.88241,2021.0,2
43.103271599816175,1.6294666772460875,2024.0,3
43.10362668,6.14181844,2022.0,2
43.1038889,2.24861111111111,2022.0,2
43.10502519585,1.6303619761963,2023.0,5
43.105236,5.85204,2022.0,2
43.1055556,3.08833333333333,2022.0,2
43.106,6.175739,2022.0,2
43.106136,6.024325,2020.0,2
43.1062,6.1298,2020.0,2
43.107001,6.028701,2020.0,2
43.107303,5.952178,2020.0,2
43.107348,1.630472,2024.0,7
43.107612,6.021739,2020.0,2
43.1077,0.86942,2017.0,2
43.107935,5.945638,2022.0,2
43.107958,5.855232,2023.0,2
43.107984,5.868381,2024.0,8
43.107996,5.855174,2020.0,2
43.108139,6.01814,2022.0,2
43.108405,3.0902106,2021.0,2
43.108442,3.086821,2024.0,4
43.108445,1.630679,2020.0,2
43.1085,5.943407,2020.0,2
43.10854,6.125505,2022.0,2
43.1088741,-0.0392619,2022.0,3
43.109013,5.827597,2020.0,2
43.109285,6.35618,2022.0,2
43.109537,6.108717,2022.0,2
43.109906,5.813819,2022.0,2
43.110005,6.110196,2022.0,2
43.1101,0.728788,2016.0,2
43.111389,3.095833,2022.0,2
43.111404,5.840185,2023.0,2
43.111634,6.137923,2021.0,2
43.11171,-0.03067,2022.0,2
43.111736,0.413331,2022.0,2
43.111949,5.843573,2022.0,2
43.112048861632,0.35479069213485,2023.0,19
43.112195,2.289641,2022.0,2
43.11232,5.932108,2020.0,2
43.112475,5.811745,2020.0,2
43.112478,5.934264,2023.0,2
43.112569,5.858035,2023.0,2
43.112887,5.936488,2023.0,2
43.11350701,5.85870711,2022.0,2
43.113785,2.954277,2024.0,13
43.11394,0.7605,2021.0,6
43.114243213395,1.6298743730164,2024.0,5
43.11452355956385,2.836845704489314,2023.0,3
43.114578,1.611768,2022.0,2
43.114773,0.762198,2022.0,2
43.115201,5.936084,2021.0,2
43.115253,6.117543,2023.0,2
43.115423364185,-0.031830274760427,2024.0,4
43.115495,1.614939,2022.0,2
43.115512,5.972065,2022.0,2
43.11576573071673,3.106675175402556,2023.0,5
43.116064,0.7607159,2022.0,6
43.116216,-0.033638,2022.0,1
43.11634,5.845654,2023.0,2
43.116488,6.201184,2020.0,2
43.116581,0.766975,2024.0,20
43.116753,5.935804,2024.0,2
43.116827,5.848177,2022.0,2
43.116997,5.845612,2022.0,2
43.117013,0.760407,2024.0,6
43.117049,5.806379,2020.0,2
43.117208,5.877614,2023.0,2
43.117565,5.841899,2023.0,2
43.118061,6.142067,2023.0,2
43.118344,6.140912,2022.0,2
43.118359,5.936457,2022.0,4
43.118466,1.614225,2022.0,2
43.118668,6.131402,2020.0,2
43.118668,6.131402,2023.0,18
43.118904,6.00612,2024.0,5
43.119083,6.128418,2021.0,2
43.119083,6.128418,2023.0,18
43.1194873,5.94080194,2021.0,2
43.119539,5.942996,2022.0,2
43.119702,5.934936,2022.0,2
43.119765,6.125679,2021.0,2
43.12,5.83,2022.0,1
43.120048,5.801015,2020.0,2
43.120254,5.803652,2023.0,2
43.120276,6.113377,2022.0,2
43.120467,6.010334,2020.0,2
43.12051391,6.06957006,2020.0,2
43.120548,6.078095,2021.0,2
43.120861,6.13212,2020.0,2
43.120861,6.13212,2023.0,18
43.12094,6.132842,2023.0,4
43.121199,5.85086,2017.0,8
43.121272,5.938861,2024.0,12
43.12151,6.010815,2020.0,2
43.1215689,5.92914605,2023.0,2
43.121629,5.938573,2022.0,2
43.12165184,5.84624579,2023.0,2
43.122204,5.972554,2023.0,2
43.1225,2.98972222222222,2022.0,2
43.12302056834549,0.3889627781052249,2024.0,2
43.123039,5.952856,2021.0,2
43.123151,5.947549,2023.0,2
43.123458,6.147915,2020.0,2
43.123588,5.935586,2022.0,2
43.123588,5.935586,2023.0,9
43.123606,5.92842,2024.0,2
43.12375734,5.92957864,2021.0,2
43.1238889,2.09694444444444,2022.0,2
43.124073,5.867203,2023.0,2
43.124115,5.877148,2023.0,11
43.12415,6.3619,2020.0,2
43.124327,5.927105,2024.0,2
43.124328,2.323262,2021.0,1
43.124328,2.323262,2024.0,1
43.12475,6.109689,2022.0,2
43.124845,6.016902,2020.0,2
43.124982,5.897217,2022.0,5
43.12512,5.925816,2020.0,2
43.12513713,5.94582419,2023.0,2
43.12525,5.975751,2023.0,2
43.125721,0.107869,2022.0,2
43.125791,0.385003,2022.0,2
43.125937,5.926031,2024.0,2
43.126154,5.929878,2022.0,2
43.126242,5.938863,2020.0,2
43.1265035,-0.029471,2022.0,2
43.12664269200173,5.814664415340753,2023.0,6
43.126733,5.927102,2021.0,2
43.12679,5.902172,2021.0,2
43.126804,0.383366,2022.0,2
43.127107,5.93622,2020.0,2
43.127138,1.170988,2022.0,2
43.127267,5.902590838,2024.0,2
43.127839,5.929511,2022.0,2
43.127918,5.97799,2020.0,1
43.127918,5.97799,2021.0,2
43.12799930000001,3.0558528,2023.0,2
43.128168,5.987543,2021.0,2
43.128426,5.914674,2022.0,2
43.128426,5.914674,2024.0,8
43.12855,5.88738,2021.0,2
43.128623,5.889052,2020.0,2
43.1286469,5.9277843,2023.0,3
43.128743,5.982913,2022.0,2
43.128749,5.910463,2020.0,2
43.12893153,5.97480134,2020.0,2
43.12924881972952,5.933802354792506,2023.0,6
43.12926791,5.97218364,2021.0,4
43.129271,5.982252,2023.0,2
43.129667,5.947146,2023.0,2
43.129938,3.128608,2024.0,4
43.130261,5.914784,2022.0,2
43.13027018,5.9238871,2021.0,2
43.130271,5.92022,2020.0,2
43.130591,5.932443,2020.0,2
43.1306,5.9324,2020.0,2
43.130605,5.937953,2024.0,7
43.131758,5.993895,2020.0,2
43.133481,5.751882,2022.0,2
43.13355791,5.98152975,2024.0,11
43.134212,5.752414,2022.0,2
43.134444,6.000823,2022.0,2
43.134576,5.852774,2024.0,2
43.134693,5.753034,2020.0,2
43.135207,6.23577,2020.0,2
43.1365198,6.02628862,2022.0,2
43.1365407,5.9995762,2023.0,3
43.136781,5.998587,2020.0,2
43.136785,5.999845,2024.0,5
43.136823,6.025321,2022.0,2
43.136912,6.026305,2022.0,3
43.137181,5.847451,2020.0,2
43.137188,5.751136,2023.0,2
43.1375083,6.0041228,2023.0,3
43.137653,5.983741,2020.0,2
43.137815,5.907031,2023.0,2
43.137889,6.369696,2020.0,2
43.137959,6.030362,2022.0,2
43.138531,6.352335,2022.0,2
43.13889,6.238485,2020.0,4
43.138913,6.0274,2021.0,10
43.138913,6.0274,2023.0,3
43.139384,6.029409,2023.0,2
43.139693,6.236833,2020.0,2
43.139698,5.981366,2021.0,2
43.14,5.84,2022.0,1
43.1404,6.03592,2018.0,2
43.140841,6.010186,2023.0,14
43.140899,6.011184,2023.0,20
43.141124,6.031743,2020.0,2
43.14186997696824,0.9286646691287036,2024.0,2
43.142256,5.910646,2022.0,2
43.142403,6.03717,2022.0,2
43.1428196,6.0163128,2022.0,2
43.14288259,3.14350611,2021.0,2
43.143336,2.727379,2022.0,2
43.143787,5.895401,2020.0,2
43.143838,6.3387671,2020.0,2
43.14411,1.308292,2022.0,2
43.1449164,6.0388347,2023.0,4
43.14541,6.040193,2022.0,2
43.14614445,6.3428264,2022.0,2
43.1469,6.0387,2020.0,2
43.147169,6.075492,2021.0,2
43.1476,6.0778,2020.0,2
43.147958,6.070709,2021.0,2
43.148347,6.074581,2020.0,2
43.14842739154096,2.3218342377459007,2023.0,2
43.14877,6.033437,2023.0,26
43.1488,6.0406,2020.0,2
43.150558,6.344754,2020.0,2
43.151221,6.072479,2020.0,2
43.152094,6.425536,2020.0,2
43.154208,5.916686,2024.0,2
43.154723,2.979658,2021.0,2
43.155078,2.97966,2023.0,2
43.156533,2.981166,2024.0,5
43.15655,2.96647,2022.0,2
43.157266,2.986809,2023.0,2
43.159454,2.983178,2022.0,2
43.16,3.16333333333333,2022.0,2
43.160329,6.464987,2022.0,2
43.1618704,2.98221435,2023.0,21
43.163401,6.044485,2024.0,5
43.16388,5.92812,2021.0,2
43.1641667,2.86861111111111,2021.0,2
43.166147,-1.232601,2023.0,4
43.166303,6.045298,2024.0,2
43.166973,5.694532,2020.0,2
43.1672,6.043661,2024.0,2
43.16728502372128,1.1205276610017805,2024.0,2
43.16741,6.04468,2024.0,2
43.167643,2.987547,2024.0,5
43.167686,2.986016,2014.0,14
43.167743,2.989076,2024.0,5
43.16815,2.985147,2024.0,4
