code_geo,latitude,longitude,year,city_code,zip_code,DATE_ARRETE,NB_VP_RECHARGEABLES_EL,NB_VP_RECHARGEABLES_GAZ,NB_VP
01001,46.153721024,4.925850148,2020,l abergement clemenciat,1400,2020-12-31,6,0,881
01001,46.153721024,4.925850148,2021,l abergement clemenciat,1400,2021-03-31,12,0,1780
01001,46.153721024,4.925850148,2022,l abergement clemenciat,1400,2022-09-30,11,0,916
01001,46.153721024,4.925850148,2024,l abergement clemenciat,1400,2024-03-31,16,0,952
01002,46.009605679,5.428087796,2020,l abergement de varey,1640,2020-12-31,1,0,278
01002,46.009605679,5.428087796,2021,l abergement de varey,1640,2021-09-30,4,0,569
01002,46.009605679,5.428087796,2022,l abergement de varey,1640,2022-09-30,8,0,565
01004,45.961048852,5.372275427,2021,amberieu en bugey,1500,2021-06-30,323,0,30350
01004,45.961048852,5.372275427,2023,amberieu en bugey,1500,2023-06-30,685,2,31322
01005,45.99616357,4.911967138,2021,amberieux en dombes,1330,2021-09-30,12,0,2055
01005,45.99616357,4.911967138,2022,amberieux en dombes,1330,2022-03-31,34,0,4191
01005,45.99616357,4.911967138,2023,amberieux en dombes,1330,2023-09-30,39,0,2153
01006,45.749886304,5.594584599,2021,ambleon,1300,2021-03-31,0,0,311
01006,45.749886304,5.594584599,2022,ambleon,1300,2022-03-31,0,0,316
01006,45.749886304,5.594584599,2023,ambleon,1300,2023-03-31,0,0,159
01006,45.749886304,5.594584599,2024,ambleon,1300,2024-03-31,1,0,160
01007,46.005690539,5.357748739,2021,ambronay,1500,2021-09-30,23,0,3007
01007,46.005690539,5.357748739,2023,ambronay,1500,2023-03-31,115,0,6118
01008,45.936683389,5.332446671,2020,ambutrix,1500,2020-12-31,5,1,856
01008,45.936683389,5.332446671,2021,ambutrix,1500,2021-06-30,8,1,849
01008,45.936683389,5.332446671,2022,ambutrix,1500,2022-09-30,9,1,827
01008,45.936683389,5.332446671,2023,ambutrix,1500,2023-09-30,15,1,819
01009,45.787194157,5.657799976,2021,andert et condon,1300,2021-09-30,3,0,418
01009,45.787194157,5.657799976,2022,andert et condon,1300,2022-06-30,4,0,430
01009,45.787194157,5.657799976,2023,andert et condon,1300,2023-03-31,4,0,438
01010,45.909091467,5.795056945,2020,anglefort,1350,2020-12-31,5,0,1356
01010,45.909091467,5.795056945,2021,anglefort,1350,2021-03-31,5,0,1352
01010,45.909091467,5.795056945,2022,anglefort,1350,2022-03-31,11,0,1401
01010,45.909091467,5.795056945,2023,anglefort,1350,2023-09-30,57,0,2915
01010,45.909091467,5.795056945,2024,anglefort,1350,2024-03-31,62,0,2919
01011,46.205877513,5.657980818,2021,apremont,1100,2021-12-31,3,0,406
01011,46.205877513,5.657980818,2023,apremont,1100,2023-12-31,7,0,418
01012,46.001293319,5.510946399,2021,aranc,1110,2021-03-31,3,0,1062
01012,46.001293319,5.510946399,2022,aranc,1110,2022-09-30,5,0,748
01012,46.001293319,5.510946399,2023,aranc,1110,2023-03-31,20,0,1551
01012,46.001293319,5.510946399,2024,aranc,1110,2024-03-31,8,0,395
01013,45.890233979,5.498924738,2021,arandas,1230,2021-12-31,0,0,171
01013,45.890233979,5.498924738,2022,arandas,1230,2022-12-31,0,0,171
01013,45.890233979,5.498924738,2023,arandas,1230,2023-09-30,0,0,181
01013,45.890233979,5.498924738,2024,arandas,1230,2024-03-31,1,0,178
01014,46.283607621,5.690755574,2021,arbent,1100,2021-09-30,41,1,4267
01014,46.283607621,5.690755574,2022,arbent,1100,2022-03-31,97,2,8520
01014,46.283607621,5.690755574,2023,arbent,1100,2023-03-31,62,1,4353
01014,46.283607621,5.690755574,2024,arbent,1100,2024-06-30,111,1,4471
01015,45.712796712,5.64167722,2020,arboys en bugey,1300,2020-12-31,6,0,1444
01015,45.712796712,5.64167722,2021,arboys en bugey,1300,2021-06-30,26,0,2870
01015,45.712796712,5.64167722,2023,arboys en bugey,1300,2023-03-31,26,0,1514
01016,46.477598582,4.960100975,2020,arbigny,1190,2020-12-31,2,0,494
01016,46.477598582,4.960100975,2021,arbigny,1190,2021-03-31,6,0,990
01016,46.477598582,4.960100975,2022,arbigny,1190,2022-03-31,7,0,974
01016,46.477598582,4.960100975,2023,arbigny,1190,2023-03-31,10,0,983
01016,46.477598582,4.960100975,2024,arbigny,1190,2024-03-31,8,0,503
01017,45.933504727,5.482593252,2021,argis,1230,2021-06-30,4,0,1184
01017,45.933504727,5.482593252,2023,argis,1230,2023-06-30,13,0,1224
01017,45.933504727,5.482593252,2024,argis,1230,2024-06-30,10,0,628
01019,45.854492231,5.583031315,2020,armix,1510,2020-12-31,0,0,27
01019,45.854492231,5.583031315,2021,armix,1510,2021-06-30,0,0,26
01019,45.854492231,5.583031315,2022,armix,1510,2022-03-31,0,0,83
01021,45.993537592,4.821960428,2021,ars sur formans,1480,2021-03-31,9,1,1433
01021,45.993537592,4.821960428,2022,ars sur formans,1480,2022-06-30,46,2,2979
01021,45.993537592,4.821960428,2023,ars sur formans,1480,2023-06-30,27,1,1487
01021,45.993537592,4.821960428,2024,ars sur formans,1480,2024-03-31,87,2,2979
01022,45.869624164,5.690088298,2021,artemare,1510,2021-12-31,5,0,1369
01022,45.869624164,5.690088298,2023,artemare,1510,2023-03-31,7,0,1358
01022,45.869624164,5.690088298,2024,artemare,1510,2024-03-31,17,0,1400
01023,46.385206065,4.883700297,2021,asnieres sur saone,1570,2021-06-30,0,0,172
01023,46.385206065,4.883700297,2022,asnieres sur saone,1570,2022-06-30,0,0,187
01023,46.385206065,4.883700297,2023,asnieres sur saone,1570,2023-09-30,1,0,188
01023,46.385206065,4.883700297,2024,asnieres sur saone,1570,2024-03-31,0,0,92
01024,46.286061273,5.179817579,2020,attignat,1340,2020-12-31,21,0,3360
01024,46.286061273,5.179817579,2021,attignat,1340,2021-12-31,37,0,3373
01024,46.286061273,5.179817579,2022,attignat,1340,2022-09-30,42,0,3404
01024,46.286061273,5.179817579,2023,attignat,1340,2023-12-31,69,0,3485
01025,46.327468413,4.966993244,2021,bage dommartin,1380,2021-03-31,92,0,17260
01025,46.327468413,4.966993244,2022,bage dommartin,1380,2022-03-31,168,0,17470
01025,46.327468413,4.966993244,2023,bage dommartin,1380,2023-12-31,136,0,8956
01025,46.327468413,4.966993244,2024,bage dommartin,1380,2024-03-31,148,0,8982
01026,46.308270333,4.9298452820000005,2020,bage le chatel,1380,2020-12-31,3,0,949
01026,46.308270333,4.9298452820000005,2022,bage le chatel,1380,2022-09-30,8,0,987
01026,46.308270333,4.9298452820000005,2023,bage le chatel,1380,2023-09-30,9,0,978
01026,46.308270333,4.9298452820000005,2024,bage le chatel,1380,2024-03-31,11,0,985
01027,45.830979009,5.108003865,2021,balan,1360,2021-12-31,20,0,2067
01027,45.830979009,5.108003865,2023,balan,1360,2023-06-30,41,0,2119
01027,45.830979009,5.108003865,2024,balan,1360,2024-06-30,58,0,2187
01028,46.114061723,4.901684997,2021,baneins,1990,2021-12-31,9,0,748
01028,46.114061723,4.901684997,2022,baneins,1990,2022-03-31,21,0,1513
01028,46.114061723,4.901684997,2023,baneins,1990,2023-06-30,11,0,760
01029,46.428649695,5.260337095,2021,beaupont,1270,2021-03-31,3,0,663
01029,46.428649695,5.260337095,2022,beaupont,1270,2022-03-31,14,0,1351
01029,46.428649695,5.260337095,2023,beaupont,1270,2023-09-30,10,0,683
01029,46.428649695,5.260337095,2024,beaupont,1270,2024-03-31,12,0,707
01030,46.000721971,4.756657208,2021,beauregard,1480,2021-03-31,18,0,1825
01030,46.000721971,4.756657208,2022,beauregard,1480,2022-06-30,25,0,1886
01030,46.000721971,4.756657208,2023,beauregard,1480,2023-03-31,33,0,1909
01030,46.000721971,4.756657208,2024,beauregard,1480,2024-06-30,18,0,981
01031,46.238150086,5.635913808,2020,bellignat,1100,2020-12-31,18,0,3705
01031,46.238150086,5.635913808,2021,bellignat,1100,2021-03-31,20,0,3708
01031,46.238150086,5.635913808,2022,bellignat,1100,2022-09-30,40,0,3794
01031,46.238150086,5.635913808,2023,bellignat,1100,2023-12-31,50,0,3850
01031,46.238150086,5.635913808,2024,bellignat,1100,2024-03-31,56,0,3871
01032,45.859311798,5.140369014,2022,beligneux,1360,2022-09-30,168,0,14352
01032,45.859311798,5.140369014,2023,beligneux,1360,2023-03-31,760,0,43676
01033,46.124111549,5.796482369,2022,valserhone,1200,2022-09-30,1695,0,192225
01033,46.124111549,5.796482369,2024,valserhone,1200,2024-03-31,3005,10,199830
01034,45.749882762,5.683910513,2021,belley,1300,2021-09-30,118,0,19566
01034,45.749882762,5.683910513,2022,belley,1300,2022-03-31,152,0,19691
01034,45.749882762,5.683910513,2023,belley,1300,2023-06-30,286,2,20146
01034,45.749882762,5.683910513,2024,belley,1300,2024-03-31,407,2,20530
01035,46.253334104,5.785067125,2021,belleydoux,1130,2021-03-31,2,0,1236
01035,46.253334104,5.785067125,2023,belleydoux,1130,2023-03-31,9,0,1265
01035,46.253334104,5.785067125,2024,belleydoux,1130,2024-03-31,8,0,862
01036,45.918185011,5.6568848240000005,2021,valromey sur seran,1260,2021-03-31,91,0,22645
01036,45.918185011,5.6568848240000005,2023,valromey sur seran,1260,2023-12-31,140,0,11655
01037,45.838144557,5.483119825,2021,benonces,1470,2021-03-31,4,0,720
01037,45.838144557,5.483119825,2022,benonces,1470,2022-06-30,2,0,367
01037,45.838144557,5.483119825,2023,benonces,1470,2023-03-31,20,0,1111
01038,46.319387367,5.282567061,2021,beny,1370,2021-03-31,17,0,2769
01038,46.319387367,5.282567061,2022,beny,1370,2022-12-31,11,0,937
01038,46.319387367,5.282567061,2023,beny,1370,2023-03-31,26,0,1876
01038,46.319387367,5.282567061,2024,beny,1370,2024-03-31,20,0,957
01039,45.856484934,5.752398693,2020,beon,1350,2020-12-31,2,0,596
01039,45.856484934,5.752398693,2022,beon,1350,2022-06-30,4,0,1200
01039,45.856484934,5.752398693,2023,beon,1350,2023-12-31,6,0,568
01040,46.367707398,5.039989868,2020,bereziat,1340,2020-12-31,3,0,543
01040,46.367707398,5.039989868,2021,bereziat,1340,2021-03-31,9,0,1654
01040,46.367707398,5.039989868,2023,bereziat,1340,2023-03-31,12,0,1130
01040,46.367707398,5.039989868,2024,bereziat,1340,2024-06-30,9,0,589
01041,45.937720512,5.365979513,2021,bettant,1500,2021-06-30,2,0,895
01041,45.937720512,5.365979513,2023,bettant,1500,2023-09-30,7,0,919
01041,45.937720512,5.365979513,2024,bettant,1500,2024-06-30,12,0,937
01042,46.219516565,4.846226251,2021,bey,1290,2021-03-31,1,0,280
01042,46.219516565,4.846226251,2022,bey,1290,2022-03-31,2,0,560
01042,46.219516565,4.846226251,2023,bey,1290,2023-09-30,4,0,282
01042,46.219516565,4.846226251,2024,bey,1290,2024-03-31,6,0,286
01043,45.839476518,4.99743421,2022,beynost,1700,2022-06-30,195,0,5759
01043,45.839476518,4.99743421,2023,beynost,1700,2023-03-31,261,0,5961
01043,45.839476518,4.99743421,2024,beynost,1700,2024-06-30,433,0,6217
01044,46.079406273,5.765548016,2020,billiat,1200,2020-12-31,3,0,707
01044,46.079406273,5.765548016,2021,billiat,1200,2021-03-31,7,0,1402
01044,46.079406273,5.765548016,2022,billiat,1200,2022-03-31,14,0,2138
01044,46.079406273,5.765548016,2023,billiat,1200,2023-09-30,14,0,769
01045,45.953187919,5.037212561,2021,birieux,1330,2021-06-30,6,0,283
01045,45.953187919,5.037212561,2022,birieux,1330,2022-12-31,7,0,279
01045,45.953187919,5.037212561,2023,birieux,1330,2023-06-30,15,0,566
01045,45.953187919,5.037212561,2024,birieux,1330,2024-03-31,10,0,299
01046,46.226338767,4.941082276,2021,biziat,1290,2021-09-30,5,1,892
01046,46.226338767,4.941082276,2022,biziat,1290,2022-09-30,12,1,911
01046,46.226338767,4.941082276,2023,biziat,1290,2023-03-31,32,2,1860
01047,45.847070433,5.251661374,2021,blyes,1150,2021-03-31,43,0,2604
01047,45.847070433,5.251661374,2022,blyes,1150,2022-09-30,86,0,2786
01047,45.847070433,5.251661374,2023,blyes,1150,2023-12-31,61,0,1430
01047,45.847070433,5.251661374,2024,blyes,1150,2024-03-31,68,0,1438
01049,45.844628451,5.028332382,2020,la boisse,1120,2020-12-31,35,0,3405
01049,45.844628451,5.028332382,2021,la boisse,1120,2021-03-31,41,0,3433
01049,45.844628451,5.028332382,2022,la boisse,1120,2022-03-31,198,0,10495
01049,45.844628451,5.028332382,2023,la boisse,1120,2023-06-30,186,0,7071
01050,46.373043501,4.998844748,2020,boissey,1380,2020-12-31,6,0,674
01050,46.373043501,4.998844748,2021,boissey,1380,2021-12-31,6,0,692
01050,46.373043501,4.998844748,2022,boissey,1380,2022-03-31,14,0,1410
01050,46.373043501,4.998844748,2023,boissey,1380,2023-06-30,32,0,2194
01051,46.196340526,5.470453285,2020,bolozon,1450,2020-12-31,0,0,119
01051,46.196340526,5.470453285,2021,bolozon,1450,2021-12-31,0,0,126
01051,46.196340526,5.470453285,2022,bolozon,1450,2022-12-31,1,0,119
01051,46.196340526,5.470453285,2023,bolozon,1450,2023-03-31,3,0,257
01051,46.196340526,5.470453285,2024,bolozon,1450,2024-03-31,1,0,129
01052,46.023044402,4.992313384,2020,bouligneux,1330,2020-12-31,0,0,337
01052,46.023044402,4.992313384,2021,bouligneux,1330,2021-12-31,2,0,334
01052,46.023044402,4.992313384,2022,bouligneux,1330,2022-12-31,4,0,346
01052,46.023044402,4.992313384,2023,bouligneux,1330,2023-03-31,13,0,1051
01052,46.023044402,4.992313384,2024,bouligneux,1330,2024-06-30,10,0,359
01053,46.205013838,5.245593605,2020,bourg en bresse,1000,2020-12-31,556,26,81730
01053,46.205013838,5.245593605,2022,bourg en bresse,1000,2022-09-30,2752,48,167920
01054,45.886247155,5.143599073,2021,bourg st christophe,1800,2021-06-30,82,0,5748
01054,45.886247155,5.143599073,2022,bourg st christophe,1800,2022-06-30,60,0,2902
01054,45.886247155,5.143599073,2023,bourg st christophe,1800,2023-06-30,88,0,2916
01056,46.036053911,5.463119438,2020,boyeux st jerome,1640,2020-12-31,2,0,377
01056,46.036053911,5.463119438,2021,boyeux st jerome,1640,2021-03-31,4,0,771
01056,46.036053911,5.463119438,2023,boyeux st jerome,1640,2023-03-31,27,0,1229
01056,46.036053911,5.463119438,2024,boyeux st jerome,1640,2024-06-30,11,0,424
01057,46.405530214,4.913724,2020,boz,1190,2020-12-31,3,0,530
01057,46.405530214,4.913724,2021,boz,1190,2021-03-31,4,0,538
01057,46.405530214,4.913724,2023,boz,1190,2023-06-30,12,0,1194
01057,46.405530214,4.913724,2024,boz,1190,2024-03-31,7,0,589
01058,45.641317771,5.616806128,2020,bregnier cordon,1300,2020-12-31,7,0,997
01058,45.641317771,5.616806128,2021,bregnier cordon,1300,2021-06-30,17,0,2041
01058,45.641317771,5.616806128,2022,bregnier cordon,1300,2022-03-31,28,0,3103
01058,45.641317771,5.616806128,2023,bregnier cordon,1300,2023-03-31,10,0,1070
01058,45.641317771,5.616806128,2024,bregnier cordon,1300,2024-03-31,15,0,1101
01060,46.075616229,5.614402984,2021,brenod,1110,2021-03-31,9,0,1254
01060,46.075616229,5.614402984,2023,brenod,1110,2023-03-31,22,0,1945
01061,45.713937941,5.689263883,2022,brens,1300,2022-06-30,14,0,2608
01061,45.713937941,5.689263883,2023,brens,1300,2023-12-31,17,0,1355
01061,45.713937941,5.689263883,2024,brens,1300,2024-03-31,19,0,1351
01062,45.86942733,5.101495053,2021,bressolles,1360,2021-03-31,110,0,5982
01062,45.86942733,5.101495053,2022,bressolles,1360,2022-09-30,44,0,2048
01062,45.86942733,5.101495053,2023,bressolles,1360,2023-03-31,114,0,4080
01063,46.168166789,5.546506151,2021,brion,1460,2021-03-31,44,0,2149
01063,46.168166789,5.546506151,2022,brion,1460,2022-03-31,51,0,2868
01063,46.168166789,5.546506151,2023,brion,1460,2023-03-31,28,0,1451
01063,46.168166789,5.546506151,2024,brion,1460,2024-03-31,19,0,722
01064,45.770630041,5.485482939,2020,briord,1470,2020-12-31,1,0,1337
01064,45.770630041,5.485482939,2021,briord,1470,2021-12-31,6,0,1393
01064,45.770630041,5.485482939,2022,briord,1470,2022-06-30,25,0,2818
01064,45.770630041,5.485482939,2023,briord,1470,2023-03-31,49,0,2876
01064,45.770630041,5.485482939,2024,briord,1470,2024-03-31,32,0,1466
01065,46.210586509,5.145274303,2020,buellas,1310,2020-12-31,18,0,3700
01065,46.210586509,5.145274303,2021,buellas,1310,2021-03-31,88,0,11282
01065,46.210586509,5.145274303,2022,buellas,1310,2022-03-31,172,0,11378
01065,46.210586509,5.145274303,2023,buellas,1310,2023-03-31,156,0,7670
01066,45.859942755,5.545817567,2021,la burbanche,1510,2021-06-30,0,0,124
01066,45.859942755,5.545817567,2023,la burbanche,1510,2023-12-31,2,0,137
01067,46.125618677,5.495155483,2021,ceignes,1430,2021-12-31,1,0,315
01067,46.125618677,5.495155483,2022,ceignes,1430,2022-03-31,3,0,641
01067,46.125618677,5.495155483,2024,ceignes,1430,2024-06-30,2,0,318
01068,46.071947147,5.476107384,2020,cerdon,1450,2020-12-31,4,0,873
01068,46.071947147,5.476107384,2021,cerdon,1450,2021-03-31,9,0,1756
01068,46.071947147,5.476107384,2022,cerdon,1450,2022-06-30,14,0,1772
01068,46.071947147,5.476107384,2023,cerdon,1450,2023-03-31,9,0,888
01069,46.13346457,5.262432008,2020,certines,1240,2020-12-31,9,0,1675
01069,46.13346457,5.262432008,2021,certines,1240,2021-03-31,10,0,1679
01069,46.13346457,5.262432008,2022,certines,1240,2022-03-31,44,0,3439
01069,46.13346457,5.262432008,2023,certines,1240,2023-09-30,65,0,3507
01071,46.316089437,6.078030245,2021,cessy,1170,2021-03-31,244,1,10515
01071,46.316089437,6.078030245,2022,cessy,1170,2022-03-31,184,1,5360
01071,46.316089437,6.078030245,2023,cessy,1170,2023-06-30,616,0,11349
01072,46.183403875,5.319678283,2021,ceyzeriat,1250,2021-06-30,27,0,3202
01072,46.183403875,5.319678283,2022,ceyzeriat,1250,2022-03-31,133,0,9815
01073,45.833507381,5.719105551,2020,ceyzerieu,1350,2020-12-31,4,0,1244
01073,45.833507381,5.719105551,2021,ceyzerieu,1350,2021-03-31,4,0,1244
01073,45.833507381,5.719105551,2022,ceyzerieu,1350,2022-03-31,21,0,2520
01073,45.833507381,5.719105551,2023,ceyzerieu,1350,2023-06-30,35,0,2614
01074,46.007577226,5.169368719,2020,chalamont,1320,2020-12-31,12,0,2449
01074,46.007577226,5.169368719,2021,chalamont,1320,2021-09-30,24,0,2495
01074,46.007577226,5.169368719,2022,chalamont,1320,2022-09-30,32,0,2496
01074,46.007577226,5.169368719,2023,chalamont,1320,2023-06-30,92,0,5075
01075,46.03393089,4.798634776,2020,chaleins,1480,2020-12-31,9,0,1463
01075,46.03393089,4.798634776,2021,chaleins,1480,2021-03-31,23,0,2975
01075,46.03393089,4.798634776,2022,chaleins,1480,2022-09-30,32,0,3099
01075,46.03393089,4.798634776,2023,chaleins,1480,2023-06-30,21,0,1611
01075,46.03393089,4.798634776,2024,chaleins,1480,2024-03-31,71,0,3338
01076,45.954366591,5.536967199,2021,chaley,1230,2021-03-31,0,0,183
01076,45.954366591,5.536967199,2023,chaley,1230,2023-09-30,1,0,197
01077,46.122300221,5.457513206,2020,challes la montagne,1450,2020-12-31,0,0,199
01077,46.122300221,5.457513206,2021,challes la montagne,1450,2021-12-31,0,0,216
01077,46.122300221,5.457513206,2022,challes la montagne,1450,2022-06-30,1,0,217
01077,46.122300221,5.457513206,2023,challes la montagne,1450,2023-03-31,2,0,210
01077,46.122300221,5.457513206,2024,challes la montagne,1450,2024-03-31,4,0,216
01078,46.176874001,5.971497204,2021,challex,1630,2021-12-31,23,0,1576
01078,46.176874001,5.971497204,2024,challex,1630,2024-03-31,136,0,3203
01079,45.93196511,5.6931331190000005,2020,champagne en valromey,1260,2020-12-31,3,0,2307
01079,45.93196511,5.6931331190000005,2021,champagne en valromey,1260,2021-12-31,9,0,2394
01079,45.93196511,5.6931331190000005,2022,champagne en valromey,1260,2022-03-31,30,0,4833
01079,45.93196511,5.6931331190000005,2023,champagne en valromey,1260,2023-03-31,81,0,7464
01079,45.93196511,5.6931331190000005,2024,champagne en valromey,1260,2024-06-30,36,0,2424
01080,46.028576252,5.5880089040000005,2020,champdor corcelles,1110,2020-12-31,6,0,1604
01080,46.028576252,5.5880089040000005,2021,champdor corcelles,1110,2021-03-31,28,0,6628
01080,46.028576252,5.5880089040000005,2022,champdor corcelles,1110,2022-03-31,16,0,3348
01080,46.028576252,5.5880089040000005,2023,champdor corcelles,1110,2023-12-31,20,0,1682
01081,46.220471277,5.822270927,2020,champfromier,1410,2020-12-31,1,0,981
01081,46.220471277,5.822270927,2021,champfromier,1410,2021-06-30,12,0,2947
01081,46.220471277,5.822270927,2022,champfromier,1410,2022-03-31,11,0,1973
01081,46.220471277,5.822270927,2024,champfromier,1410,2024-03-31,13,0,1013
01082,46.005822693,5.768694464,2021,chanay,1420,2021-06-30,7,0,738
01082,46.005822693,5.768694464,2022,chanay,1420,2022-06-30,12,0,1512
01082,46.005822693,5.768694464,2023,chanay,1420,2023-06-30,8,0,761
01083,46.093517041,4.854300227,2020,chaneins,1990,2020-12-31,3,0,1079
01083,46.093517041,4.854300227,2021,chaneins,1990,2021-12-31,7,0,1100
01083,46.093517041,4.854300227,2023,chaneins,1990,2023-03-31,13,0,1144
01083,46.093517041,4.854300227,2024,chaneins,1990,2024-03-31,51,0,2342
01084,46.185700461,5.028865152,2021,chanoz chatenay,1400,2021-12-31,7,0,917
01084,46.185700461,5.028865152,2022,chanoz chatenay,1400,2022-03-31,8,0,917
01084,46.185700461,5.028865152,2023,chanoz chatenay,1400,2023-03-31,24,0,1904
01084,46.185700461,5.028865152,2024,chanoz chatenay,1400,2024-03-31,22,0,973
01085,46.073407767,5.021766424,2020,la chapelle du chatelard,1240,2020-12-31,1,0,440
01085,46.073407767,5.021766424,2021,la chapelle du chatelard,1240,2021-09-30,7,0,927
01085,46.073407767,5.021766424,2022,la chapelle du chatelard,1240,2022-03-31,10,0,909
01085,46.073407767,5.021766424,2023,la chapelle du chatelard,1240,2023-06-30,16,0,916
01085,46.073407767,5.021766424,2024,la chapelle du chatelard,1240,2024-06-30,10,0,462
01087,46.185606234,5.680768417,2020,charix,1130,2020-12-31,1,0,337
01087,46.185606234,5.680768417,2021,charix,1130,2021-12-31,2,0,346
01087,46.185606234,5.680768417,2022,charix,1130,2022-06-30,7,0,698
01087,46.185606234,5.680768417,2023,charix,1130,2023-03-31,3,0,344
01088,45.874182776,5.221971236,2021,charnoz sur ain,1800,2021-06-30,10,0,1128
01088,45.874182776,5.221971236,2022,charnoz sur ain,1800,2022-06-30,13,0,1146
01088,45.874182776,5.221971236,2023,charnoz sur ain,1800,2023-03-31,22,0,1175
01089,45.972849668,5.307314958,2020,chateau gaillard,1500,2020-12-31,20,1,2423
01089,45.972849668,5.307314958,2021,chateau gaillard,1500,2021-03-31,68,3,7332
01089,45.972849668,5.307314958,2022,chateau gaillard,1500,2022-03-31,73,2,4973
01089,45.972849668,5.307314958,2023,chateau gaillard,1500,2023-03-31,108,2,5062
01089,45.972849668,5.307314958,2024,chateau gaillard,1500,2024-06-30,83,1,2602
01090,46.025881406,5.204590322,2020,chatenay,1320,2020-12-31,1,0,395
01090,46.025881406,5.204590322,2021,chatenay,1320,2021-03-31,9,0,1206
01090,46.025881406,5.204590322,2022,chatenay,1320,2022-03-31,4,0,405
01090,46.025881406,5.204590322,2023,chatenay,1320,2023-03-31,6,0,405
01090,46.025881406,5.204590322,2024,chatenay,1320,2024-03-31,8,0,416
01092,45.974829804,5.241474204,2021,chatillon la palud,1320,2021-06-30,31,0,3702
01092,45.974829804,5.241474204,2022,chatillon la palud,1320,2022-06-30,43,0,3726
01092,45.974829804,5.241474204,2023,chatillon la palud,1320,2023-03-31,75,0,3815
01093,46.122927177,4.957950327,2020,chatillon sur chalaronne,1400,2020-12-31,23,0,5124
01093,46.122927177,4.957950327,2021,chatillon sur chalaronne,1400,2021-06-30,126,0,15750
01093,46.122927177,4.957950327,2022,chatillon sur chalaronne,1400,2022-03-31,201,0,16085
01093,46.122927177,4.957950327,2023,chatillon sur chalaronne,1400,2023-12-31,104,0,5524
01094,46.438056692,5.006564061,2021,chavannes sur reyssouze,1190,2021-12-31,2,0,838
01094,46.438056692,5.006564061,2022,chavannes sur reyssouze,1190,2022-09-30,5,0,832
01094,46.438056692,5.006564061,2023,chavannes sur reyssouze,1190,2023-03-31,14,0,1667
01095,46.283759087,5.426610623,2021,nivigne et suran,1250,2021-12-31,6,0,1870
01095,46.283759087,5.426610623,2022,nivigne et suran,1250,2022-03-31,12,0,3790
01095,46.283759087,5.426610623,2023,nivigne et suran,1250,2023-06-30,36,0,5772
01096,46.199364763,5.056028558,2021,chaveyriat,1660,2021-03-31,21,0,2356
01096,46.199364763,5.056028558,2022,chaveyriat,1660,2022-06-30,13,0,1204
01096,46.199364763,5.056028558,2023,chaveyriat,1660,2023-06-30,33,0,2503
01096,46.199364763,5.056028558,2024,chaveyriat,1660,2024-06-30,19,0,1274
01098,45.800812797,5.673644385,2021,chazey bons,1510,2021-09-30,18,0,2740
01098,45.800812797,5.673644385,2022,chazey bons,1510,2022-12-31,38,0,2790
01098,45.800812797,5.673644385,2024,chazey bons,1510,2024-06-30,72,0,2814
01099,45.893242753,5.254787754,2020,chazey sur ain,1150,2020-12-31,10,0,1723
01099,45.893242753,5.254787754,2021,chazey sur ain,1150,2021-12-31,22,0,1735
01099,45.893242753,5.254787754,2022,chazey sur ain,1150,2022-03-31,49,0,3497
01099,45.893242753,5.254787754,2024,chazey sur ain,1150,2024-06-30,62,0,1816
01100,45.822895805,5.604830013,2021,cheignieu la balme,1510,2021-09-30,2,0,391
01100,45.822895805,5.604830013,2022,cheignieu la balme,1510,2022-12-31,1,0,197
01100,45.822895805,5.604830013,2023,cheignieu la balme,1510,2023-06-30,1,0,198
01101,46.110541974,5.581393787,2022,chevillard,1430,2022-06-30,0,0,343
01101,46.110541974,5.581393787,2023,chevillard,1430,2023-06-30,1,0,172
01101,46.110541974,5.581393787,2024,chevillard,1430,2024-03-31,1,0,169
01102,46.382465302,4.96295233,2021,chevroux,1190,2021-06-30,15,0,3065
01102,46.382465302,4.96295233,2022,chevroux,1190,2022-03-31,20,0,3124
01102,46.382465302,4.96295233,2023,chevroux,1190,2023-03-31,10,0,1063
01103,46.283052925,6.047291131,2021,chevry,1170,2021-06-30,23,0,1925
01103,46.283052925,6.047291131,2022,chevry,1170,2022-03-31,86,0,3908
01103,46.283052925,6.047291131,2023,chevry,1170,2023-03-31,198,0,6102
01104,46.222560403,5.872426209,2021,chezery forens,1410,2021-12-31,2,0,1088
01104,46.222560403,5.872426209,2022,chezery forens,1410,2022-06-30,2,0,1108
01104,46.222560403,5.872426209,2023,chezery forens,1410,2023-03-31,12,0,2218
01104,46.222560403,5.872426209,2024,chezery forens,1410,2024-03-31,16,0,2262
01105,45.922942274,4.88661781,2021,civrieux,1390,2021-03-31,96,0,5774
01105,45.922942274,4.88661781,2022,civrieux,1390,2022-06-30,53,0,1983
01105,45.922942274,4.88661781,2023,civrieux,1390,2023-03-31,179,0,4098
01105,45.922942274,4.88661781,2024,civrieux,1390,2024-03-31,250,2,4234
01106,46.200571572,5.450819845,2021,cize,1250,2021-09-30,0,0,205
01106,46.200571572,5.450819845,2022,cize,1250,2022-09-30,2,0,215
01106,46.200571572,5.450819845,2023,cize,1250,2023-03-31,11,0,634
01107,45.902697686,5.432785798,2020,cleyzieu,1230,2020-12-31,3,0,153
01107,45.902697686,5.432785798,2022,cleyzieu,1230,2022-03-31,4,0,159
