code_geo,GEO_OBJECT,FREQ,type_population,annee,valeur_population
51053,COM,A,Population totale,2022,72
49107,COM,A,Population totale,2022,491
50592,COM,A,Population comptée à part,2022,47
47227,COM,A,Population totale,2022,186
46303,COM,A,Population municipale,2022,145
47096,COM,A,Population comptée à part,2022,7
47233,COM,A,Population comptée à part,2022,97
47180,COM,A,Population municipale,2022,641
48028,COM,A,Population comptée à part,2022,7
46177,COM,A,Population comptée à part,2022,21
47127,COM,A,Population comptée à part,2022,12
47284,COM,A,Population totale,2022,292
47126,COM,A,Population municipale,2022,101
47011,COM,A,Population totale,2022,207
47283,COM,A,Population municipale,2022,1187
46086,COM,A,Population totale,2022,668
44163,COM,A,Population totale,2022,4999
44139,COM,A,Population comptée à part,2022,22
44189,COM,A,Population comptée à part,2022,34
45021,COM,A,Population comptée à part,2022,6
44125,COM,A,Population totale,2022,2725
45213,COM,A,Population comptée à part,2022,22
44176,COM,A,Population totale,2022,3273
45169,COM,A,Population municipale,2022,9838
44164,COM,A,Population totale,2022,2423
45280,COM,A,Population municipale,2022,1046
45281,COM,A,Population comptée à part,2022,16
54097,COM,A,Population comptée à part,2022,2
52383,COM,A,Population comptée à part,2022,6
52465,COM,A,Population totale,2022,137
52366,COM,A,Population comptée à part,2022,1
53101,COM,A,Population totale,2022,846
53152,COM,A,Population municipale,2022,2784
52415,COM,A,Population comptée à part,2022,0
54101,COM,A,Population municipale,2022,121
53211,COM,A,Population totale,2022,1467
52480,COM,A,Population comptée à part,2022,6
53190,COM,A,Population totale,2022,476
53209,COM,A,Population comptée à part,2022,11
51548,COM,A,Population comptée à part,2022,242
51202,COM,A,Population comptée à part,2022,11
52051,COM,A,Population totale,2022,84
51419,COM,A,Population totale,2022,132
51643,COM,A,Population comptée à part,2022,6
52085,COM,A,Population totale,2022,28
52137,COM,A,Population municipale,2022,22
51220,COM,A,Population totale,2022,150
51545,COM,A,Population municipale,2022,474
51256,COM,A,Population totale,2022,322
51310,COM,A,Population totale,2022,211
51587,COM,A,Population totale,2022,242
56091,COM,A,Population municipale,2022,2559
55507,COM,A,Population municipale,2022,206
57016,COM,A,Population municipale,2022,401
57071,COM,A,Population totale,2022,407
55447,COM,A,Population municipale,2022,367
56253,COM,A,Population municipale,2022,679
56141,COM,A,Population municipale,2022,1713
55416,COM,A,Population municipale,2022,205
56208,COM,A,Population totale,2022,302
56178,COM,A,Population comptée à part,2022,821
56161,COM,A,Population comptée à part,2022,91
56005,COM,A,Population totale,2022,2312
49023,COM,A,Population totale,2022,24615
47242,COM,A,Population comptée à part,2022,8
46323,COM,A,Population totale,2022,98
48013,COM,A,Population comptée à part,2022,42
46242,COM,A,Population totale,2022,187
47242,COM,A,Population municipale,2022,501
48094,COM,A,Population totale,2022,964
47025,COM,A,Population municipale,2022,552
46339,COM,A,Population totale,2022,397
48121,COM,A,Population comptée à part,2022,11
47054,COM,A,Population totale,2022,1884
46310,COM,A,Population municipale,2022,133
43203,COM,A,Population municipale,2022,487
42155,COM,A,Population totale,2022,1063
42271,COM,A,Population comptée à part,2022,53
43238,COM,A,Population municipale,2022,301
43054,COM,A,Population comptée à part,2022,7
41216,COM,A,Population totale,2022,516
42273,COM,A,Population comptée à part,2022,14
43118,COM,A,Population totale,2022,262
42219,COM,A,Population municipale,2022,1032
43019,COM,A,Population totale,2022,108
43079,COM,A,Population municipale,2022,286
42246,COM,A,Population totale,2022,1160
51031,COM,A,Population comptée à part,2022,13
50115,COM,A,Population totale,2022,395
50399,COM,A,Population totale,2022,177
50523,COM,A,Population municipale,2022,2910
50327,COM,A,Population comptée à part,2022,6
49326,COM,A,Population comptée à part,2022,15
50423,COM,A,Population comptée à part,2022,7
49195,COM,A,Population totale,2022,1287
50126,COM,A,Population totale,2022,141
51042,COM,A,Population totale,2022,396
49216,COM,A,Population municipale,2022,565
50016,COM,A,Population municipale,2022,193
54486,COM,A,Population municipale,2022,325
54196,COM,A,Population totale,2022,1754
55045,COM,A,Population totale,2022,552
54576,COM,A,Population municipale,2022,116
54467,COM,A,Population municipale,2022,183
54398,COM,A,Population totale,2022,98
54362,COM,A,Population comptée à part,2022,15
55038,COM,A,Population municipale,2022,39
54475,COM,A,Population totale,2022,163
54468,COM,A,Population comptée à part,2022,2
55057,COM,A,Population totale,2022,79
54148,COM,A,Population municipale,2022,632
42272,COM,A,Population comptée à part,2022,30
43007,COM,A,Population totale,2022,626
42020,COM,A,Population totale,2022,1239
43041,COM,A,Population comptée à part,2022,235
41233,COM,A,Population comptée à part,2022,15
42098,COM,A,Population totale,2022,581
43021,COM,A,Population comptée à part,2022,18
42241,COM,A,Population municipale,2022,392
42017,COM,A,Population totale,2022,532
43047,COM,A,Population comptée à part,2022,5
43106,COM,A,Population municipale,2022,143
43208,COM,A,Population comptée à part,2022,2
50616,COM,A,Population municipale,2022,1914
50609,COM,A,Population totale,2022,129
50546,COM,A,Population totale,2022,3390
50086,COM,A,Population municipale,2022,321
50054,COM,A,Population municipale,2022,196
49107,COM,A,Population comptée à part,2022,10
49223,COM,A,Population municipale,2022,6172
50552,COM,A,Population totale,2022,334
50546,COM,A,Population municipale,2022,3319
51074,COM,A,Population comptée à part,2022,32
50298,COM,A,Population comptée à part,2022,14
50387,COM,A,Population comptée à part,2022,7
56224,COM,A,Population comptée à part,2022,9
57107,COM,A,Population comptée à part,2022,0
56132,COM,A,Population municipale,2022,2278
57032,COM,A,Population totale,2022,4693
57035,COM,A,Population comptée à part,2022,1
55458,COM,A,Population comptée à part,2022,6
55477,COM,A,Population comptée à part,2022,15
56076,COM,A,Population municipale,2022,1379
57027,COM,A,Population comptée à part,2022,1
55304,COM,A,Population comptée à part,2022,5
55271,COM,A,Population municipale,2022,354
56255,COM,A,Population municipale,2022,2531
47074,COM,A,Population comptée à part,2022,7
46186,COM,A,Population municipale,2022,356
48176,COM,A,Population totale,2022,99
47124,COM,A,Population comptée à part,2022,4
48106,COM,A,Population comptée à part,2022,7
48094,COM,A,Population comptée à part,2022,28
46157,COM,A,Population totale,2022,137
47035,COM,A,Population municipale,2022,289
48131,COM,A,Population comptée à part,2022,6
46192,COM,A,Population totale,2022,267
47201,COM,A,Population comptée à part,2022,168
47168,COM,A,Population totale,2022,3186
46062,COM,A,Population totale,2022,432
45212,COM,A,Population totale,2022,1279
46044,COM,A,Population comptée à part,2022,15
46050,COM,A,Population totale,2022,139
45020,COM,A,Population municipale,2022,970
45064,COM,A,Population municipale,2022,427
46124,COM,A,Population comptée à part,2022,12
44224,COM,A,Population totale,2022,1837
45335,COM,A,Population municipale,2022,1965
45227,COM,A,Population municipale,2022,1160
45119,COM,A,Population totale,2022,2413
45039,COM,A,Population municipale,2022,698
53039,COM,A,Population comptée à part,2022,34
52360,COM,A,Population comptée à part,2022,4
52194,COM,A,Population municipale,2022,2001
53226,COM,A,Population comptée à part,2022,32
52426,COM,A,Population comptée à part,2022,1
52464,COM,A,Population totale,2022,54
54037,COM,A,Population totale,2022,426
54016,COM,A,Population comptée à part,2022,7
53148,COM,A,Population municipale,2022,230
52545,COM,A,Population municipale,2022,102
52513,COM,A,Population totale,2022,63
53080,COM,A,Population totale,2022,115
51376,COM,A,Population totale,2022,160
51663,COM,A,Population comptée à part,2022,10
51599,COM,A,Population municipale,2022,340
51532,COM,A,Population totale,2022,584
51272,COM,A,Population comptée à part,2022,7
51267,COM,A,Population comptée à part,2022,4
51564,COM,A,Population comptée à part,2022,17
51423,COM,A,Population comptée à part,2022,15
51500,COM,A,Population totale,2022,116
52110,COM,A,Population municipale,2022,160
51339,COM,A,Population totale,2022,581
51466,COM,A,Population totale,2022,214
49092,COM,A,Population municipale,2022,21550
49130,COM,A,Population totale,2022,681
50093,COM,A,Population totale,2022,442
51018,COM,A,Population comptée à part,2022,11
49112,COM,A,Population totale,2022,967
50258,COM,A,Population totale,2022,86
49054,COM,A,Population totale,2022,2862
50584,COM,A,Population municipale,2022,377
49048,COM,A,Population totale,2022,3246
50169,COM,A,Population comptée à part,2022,2
50214,COM,A,Population municipale,2022,291
50041,COM,A,Population totale,2022,11728
46029,COM,A,Population comptée à part,2022,51
45316,COM,A,Population comptée à part,2022,20
44091,COM,A,Population comptée à part,2022,34
46039,COM,A,Population municipale,2022,197
44180,COM,A,Population comptée à part,2022,109
46113,COM,A,Population totale,2022,317
44175,COM,A,Population comptée à part,2022,106
45121,COM,A,Population municipale,2022,460
45033,COM,A,Population totale,2022,382
45315,COM,A,Population totale,2022,5195
44061,COM,A,Population comptée à part,2022,56
45240,COM,A,Population municipale,2022,1343
42238,COM,A,Population municipale,2022,310
42254,COM,A,Population municipale,2022,807
42006,COM,A,Population totale,2022,438
42298,COM,A,Population comptée à part,2022,8
43224,COM,A,Population municipale,2022,6060
41226,COM,A,Population totale,2022,3094
43227,COM,A,Population comptée à part,2022,21
42312,COM,A,Population municipale,2022,630
41260,COM,A,Population municipale,2022,425
42069,COM,A,Population totale,2022,3128
43022,COM,A,Population totale,2022,275
42314,COM,A,Population municipale,2022,273
48155,COM,A,Population comptée à part,2022,9
46330,COM,A,Population comptée à part,2022,23
47262,COM,A,Population municipale,2022,425
46207,COM,A,Population municipale,2022,301
46224,COM,A,Population municipale,2022,3600
46191,COM,A,Population municipale,2022,1125
47252,COM,A,Population totale,2022,6678
46195,COM,A,Population totale,2022,369
46201,COM,A,Population municipale,2022,1812
46273,COM,A,Population comptée à part,2022,26
46329,COM,A,Population totale,2022,329
47267,COM,A,Population comptée à part,2022,2
51214,COM,A,Population comptée à part,2022,4
51610,COM,A,Population totale,2022,414
52151,COM,A,Population municipale,2022,148
51288,COM,A,Population totale,2022,243
51464,COM,A,Population totale,2022,327
51248,COM,A,Population comptée à part,2022,36
51633,COM,A,Population municipale,2022,299
51510,COM,A,Population municipale,2022,118
51365,COM,A,Population municipale,2022,963
51136,COM,A,Population totale,2022,630
52067,COM,A,Population comptée à part,2022,1
52069,COM,A,Population municipale,2022,126
55405,COM,A,Population municipale,2022,250
56149,COM,A,Population totale,2022,2599
57001,COM,A,Population municipale,2022,318
57097,COM,A,Population totale,2022,5541
57102,COM,A,Population municipale,2022,3254
57081,COM,A,Population comptée à part,2022,2
55559,COM,A,Population municipale,2022,56
56021,COM,A,Population comptée à part,2022,27
55246,COM,A,Population totale,2022,158
56170,COM,A,Population comptée à part,2022,27
55275,COM,A,Population totale,2022,85
56072,COM,A,Population totale,2022,538
55156,COM,A,Population totale,2022,140
54281,COM,A,Population totale,2022,900
54239,COM,A,Population comptée à part,2022,1
54530,COM,A,Population municipale,2022,91
54559,COM,A,Population totale,2022,322
54310,COM,A,Population comptée à part,2022,0
54155,COM,A,Population totale,2022,396
55165,COM,A,Population municipale,2022,422
54349,COM,A,Population municipale,2022,171
55097,COM,A,Population municipale,2022,304
54411,COM,A,Population municipale,2022,221
55222,COM,A,Population comptée à part,2022,2
52440,COM,A,Population municipale,2022,368
52178,COM,A,Population municipale,2022,367
52313,COM,A,Population comptée à part,2022,1
54120,COM,A,Population comptée à part,2022,8
52366,COM,A,Population totale,2022,76
53064,COM,A,Population totale,2022,984
54092,COM,A,Population totale,2022,65
52396,COM,A,Population municipale,2022,142
53046,COM,A,Population totale,2022,325
53120,COM,A,Population municipale,2022,458
52362,COM,A,Population totale,2022,137
53127,COM,A,Population comptée à part,2022,32
50152,COM,A,Population municipale,2022,230
50542,COM,A,Population comptée à part,2022,7
50442,COM,A,Population municipale,2022,244
49292,COM,A,Population totale,2022,3556
49231,COM,A,Population municipale,2022,1454
50046,COM,A,Population totale,2022,450
50352,COM,A,Population comptée à part,2022,7
49374,COM,A,Population comptée à part,2022,31
50384,COM,A,Population municipale,2022,233
50003,COM,A,Population comptée à part,2022,63
50353,COM,A,Population totale,2022,24
50639,COM,A,Population comptée à part,2022,64
41285,COM,A,Population comptée à part,2022,3
42332,COM,A,Population totale,2022,5288
43136,COM,A,Population totale,2022,224
43194,COM,A,Population totale,2022,712
43072,COM,A,Population comptée à part,2022,4
41239,COM,A,Population totale,2022,1006
43029,COM,A,Population comptée à part,2022,5
42220,COM,A,Population comptée à part,2022,20
42173,COM,A,Population municipale,2022,371
42318,COM,A,Population municipale,2022,1461
42110,COM,A,Population municipale,2022,4868
42247,COM,A,Population totale,2022,291
46320,COM,A,Population municipale,2022,320
47160,COM,A,Population municipale,2022,175
48001,COM,A,Population totale,2022,140
47059,COM,A,Population municipale,2022,263
47271,COM,A,Population municipale,2022,358
46282,COM,A,Population municipale,2022,98
48100,COM,A,Population municipale,2022,147
46179,COM,A,Population totale,2022,138
47241,COM,A,Population municipale,2022,683
47296,COM,A,Population comptée à part,2022,2
47277,COM,A,Population totale,2022,345
46200,COM,A,Population comptée à part,2022,3
45303,COM,A,Population comptée à part,2022,17
44182,COM,A,Population comptée à part,2022,103
45348,COM,A,Population totale,2022,679
46035,COM,A,Population totale,2022,186
45136,COM,A,Population comptée à part,2022,7
45223,COM,A,Population comptée à part,2022,5
45028,COM,A,Population totale,2022,7994
44224,COM,A,Population comptée à part,2022,22
45224,COM,A,Population totale,2022,5049
45249,COM,A,Population comptée à part,2022,27
44180,COM,A,Population municipale,2022,6625
46065,COM,A,Population comptée à part,2022,14
55332,COM,A,Population comptée à part,2022,2
56082,COM,A,Population municipale,2022,384
56031,COM,A,Population comptée à part,2022,63
55543,COM,A,Population comptée à part,2022,19
55247,COM,A,Population totale,2022,50
55388,COM,A,Population totale,2022,280
55449,COM,A,Population municipale,2022,282
56089,COM,A,Population municipale,2022,2196
56154,COM,A,Population comptée à part,2022,36
56073,COM,A,Population municipale,2022,1136
57088,COM,A,Population municipale,2022,312
55378,COM,A,Population comptée à part,2022,3
52546,COM,A,Population municipale,2022,17
52358,COM,A,Population municipale,2022,95
53202,COM,A,Population municipale,2022,294
54112,COM,A,Population comptée à part,2022,8
52546,COM,A,Population totale,2022,17
53126,COM,A,Population totale,2022,1036
53030,COM,A,Population municipale,2022,320
52219,COM,A,Population municipale,2022,17
53001,COM,A,Population totale,2022,1925
52394,COM,A,Population totale,2022,216
52549,COM,A,Population comptée à part,2022,0
52542,COM,A,Population comptée à part,2022,2
52066,COM,A,Population totale,2022,63
51610,COM,A,Population municipale,2022,406
52045,COM,A,Population totale,2022,1830
51290,COM,A,Population comptée à part,2022,6
51368,COM,A,Population comptée à part,2022,0
51100,COM,A,Population municipale,2022,99
52040,COM,A,Population totale,2022,46
51318,COM,A,Population municipale,2022,573
51424,COM,A,Population totale,2022,184
51559,COM,A,Population municipale,2022,3898
53082,COM,A,Population comptée à part,2022,12
52069,COM,A,Population comptée à part,2022,3
50454,COM,A,Population totale,2022,420
50048,COM,A,Population municipale,2022,550
51025,COM,A,Population totale,2022,1134
49236,COM,A,Population totale,2022,130
50098,COM,A,Population totale,2022,635
50241,COM,A,Population totale,2022,189
50166,COM,A,Population municipale,2022,326
50177,COM,A,Population comptée à part,2022,3
50081,COM,A,Population comptée à part,2022,29
50083,COM,A,Population comptée à part,2022,11
54275,COM,A,Population comptée à part,2022,2
51062,COM,A,Population comptée à part,2022,3
47027,COM,A,Population comptée à part,2022,45
49060,COM,A,Population municipale,2022,3450
47053,COM,A,Population totale,2022,385
50038,COM,A,Population comptée à part,2022,13
50237,COM,A,Population municipale,2022,1261
50562,COM,A,Population comptée à part,2022,17
46231,COM,A,Population totale,2022,1895
50030,COM,A,Population totale,2022,555
48198,COM,A,Population comptée à part,2022,18
50253,COM,A,Population municipale,2022,168
48074,COM,A,Population comptée à part,2022,5
54055,COM,A,Population comptée à part,2022,4
43227,COM,A,Population municipale,2022,804
41200,COM,A,Population totale,2022,507
42091,COM,A,Population totale,2022,729
43205,COM,A,Population totale,2022,4282
43140,COM,A,Population comptée à part,2022,18
43103,COM,A,Population municipale,2022,111
53055,COM,A,Population totale,2022,615
42048,COM,A,Population municipale,2022,1440
52204,COM,A,Population municipale,2022,60
43042,COM,A,Population comptée à part,2022,19
42112,COM,A,Population municipale,2022,397
42163,COM,A,Population totale,2022,1083
44121,COM,A,Population totale,2022,441
44039,COM,A,Population comptée à part,2022,16
44021,COM,A,Population totale,2022,5089
46127,COM,A,Population totale,2022,4195
44124,COM,A,Population totale,2022,841
46024,COM,A,Population comptée à part,2022,12
51591,COM,A,Population municipale,2022,176
45293,COM,A,Population totale,2022,1168
52070,COM,A,Population municipale,2022,124
46109,COM,A,Population totale,2022,543
51354,COM,A,Population comptée à part,2022,11
46251,COM,A,Population municipale,2022,3449
56200,COM,A,Population totale,2022,1427
56146,COM,A,Population municipale,2022,1476
54532,COM,A,Population totale,2022,159
55581,COM,A,Population totale,2022,111
54592,COM,A,Population totale,2022,269
54523,COM,A,Population totale,2022,436
57019,COM,A,Population comptée à part,2022,87
54299,COM,A,Population totale,2022,232
55188,COM,A,Population municipale,2022,45
57116,COM,A,Population comptée à part,2022,1
55475,COM,A,Population totale,2022,71
54121,COM,A,Population municipale,2022,197
54270,COM,A,Population totale,2022,3989
54463,COM,A,Population comptée à part,2022,3
54353,COM,A,Population totale,2022,899
55168,COM,A,Population municipale,2022,46
54244,COM,A,Population municipale,2022,110
54406,COM,A,Population comptée à part,2022,6
54315,COM,A,Population totale,2022,922
54471,COM,A,Population totale,2022,75
55047,COM,A,Population comptée à part,2022,6
54332,COM,A,Population municipale,2022,1495
54429,COM,A,Population comptée à part,2022,1
55070,COM,A,Population municipale,2022,117
55438,COM,A,Population municipale,2022,175
55464,COM,A,Population comptée à part,2022,2
55370,COM,A,Population comptée à part,2022,2
55438,COM,A,Population totale,2022,176
56006,COM,A,Population municipale,2022,1542
55332,COM,A,Population municipale,2022,229
56206,COM,A,Population comptée à part,2022,281
57119,COM,A,Population totale,2022,1224
55492,COM,A,Population municipale,2022,959
56174,COM,A,Population comptée à part,2022,64
55381,COM,A,Population comptée à part,2022,0
55420,COM,A,Population comptée à part,2022,0
42305,COM,A,Population comptée à part,2022,75
42002,COM,A,Population comptée à part,2022,3
42040,COM,A,Population totale,2022,46
42293,COM,A,Population municipale,2022,1164
43041,COM,A,Population totale,2022,4477
43015,COM,A,Population municipale,2022,48
43122,COM,A,Population totale,2022,301
43002,COM,A,Population totale,2022,1532
42133,COM,A,Population totale,2022,700
41223,COM,A,Population comptée à part,2022,17
42218,COM,A,Population comptée à part,2022,1653
42216,COM,A,Population totale,2022,707
51536,COM,A,Population comptée à part,2022,27
51647,COM,A,Population comptée à part,2022,19
51517,COM,A,Population comptée à part,2022,4
51378,COM,A,Population comptée à part,2022,5
51142,COM,A,Population municipale,2022,337
52011,COM,A,Population municipale,2022,94
52007,COM,A,Population totale,2022,88
51403,COM,A,Population comptée à part,2022,11
51419,COM,A,Population comptée à part,2022,1
51127,COM,A,Population comptée à part,2022,0
51492,COM,A,Population totale,2022,1448
51289,COM,A,Population municipale,2022,435
45251,COM,A,Population totale,2022,289
46047,COM,A,Population municipale,2022,165
45312,COM,A,Population municipale,2022,476
45335,COM,A,Population comptée à part,2022,47
45341,COM,A,Population municipale,2022,192
46104,COM,A,Population totale,2022,88
45053,COM,A,Population comptée à part,2022,70
46052,COM,A,Population municipale,2022,254
44058,COM,A,Population comptée à part,2022,9
45019,COM,A,Population municipale,2022,643
45055,COM,A,Population totale,2022,547
45302,COM,A,Population comptée à part,2022,222
49323,COM,A,Population municipale,2022,7946
50395,COM,A,Population comptée à part,2022,4
50283,COM,A,Population comptée à part,2022,1
50409,COM,A,Population totale,2022,2092
51036,COM,A,Population municipale,2022,481
50365,COM,A,Population municipale,2022,494
51015,COM,A,Population totale,2022,110
49130,COM,A,Population comptée à part,2022,20
50606,COM,A,Population municipale,2022,511
50064,COM,A,Population totale,2022,180
50391,COM,A,Population comptée à part,2022,74
50216,COM,A,Population municipale,2022,800
55178,COM,A,Population comptée à part,2022,4
55210,COM,A,Population totale,2022,40
54596,COM,A,Population totale,2022,971
55089,COM,A,Population municipale,2022,86
55195,COM,A,Population comptée à part,2022,1
54339,COM,A,Population comptée à part,2022,284
54444,COM,A,Population totale,2022,235
54474,COM,A,Population comptée à part,2022,3
54179,COM,A,Population totale,2022,302
54365,COM,A,Population comptée à part,2022,9
54248,COM,A,Population municipale,2022,97
54203,COM,A,Population totale,2022,162
52171,COM,A,Population totale,2022,245
52246,COM,A,Population municipale,2022,592
53008,COM,A,Population municipale,2022,1830
53190,COM,A,Population comptée à part,2022,12
54044,COM,A,Population comptée à part,2022,2
52207,COM,A,Population comptée à part,2022,4
52197,COM,A,Population totale,2022,1370
53200,COM,A,Population comptée à part,2022,59
53119,COM,A,Population municipale,2022,4554
53224,COM,A,Population comptée à part,2022,39
53094,COM,A,Population totale,2022,2321
52367,COM,A,Population comptée à part,2022,0
46273,COM,A,Population totale,2022,871
47302,COM,A,Population municipale,2022,659
46205,COM,A,Population totale,2022,323
47150,COM,A,Population municipale,2022,375
47029,COM,A,Population comptée à part,2022,13
48002,COM,A,Population totale,2022,574
47178,COM,A,Population totale,2022,405
48028,COM,A,Population totale,2022,148
49020,COM,A,Population municipale,2022,5618
48099,COM,A,Population municipale,2022,2077
46313,COM,A,Population totale,2022,473
46305,COM,A,Population municipale,2022,334
55477,COM,A,Population totale,2022,415
55298,COM,A,Population municipale,2022,278
55344,COM,A,Population totale,2022,21
56199,COM,A,Population comptée à part,2022,17
56113,COM,A,Population comptée à part,2022,20
56029,COM,A,Population municipale,2022,1267
55561,COM,A,Population comptée à part,2022,1
55357,COM,A,Population totale,2022,110
55504,COM,A,Population municipale,2022,389
57080,COM,A,Population totale,2022,85
57091,COM,A,Population municipale,2022,976
57072,COM,A,Population totale,2022,630
42166,COM,A,Population comptée à part,2022,14
42199,COM,A,Population municipale,2022,1942
43059,COM,A,Population comptée à part,2022,2
42032,COM,A,Population municipale,2022,1719
42077,COM,A,Population municipale,2022,315
42299,COM,A,Population municipale,2022,3489
42050,COM,A,Population municipale,2022,137
43049,COM,A,Population comptée à part,2022,7
43077,COM,A,Population comptée à part,2022,13
43208,COM,A,Population municipale,2022,37
42236,COM,A,Population totale,2022,550
42037,COM,A,Population comptée à part,2022,27
50463,COM,A,Population comptée à part,2022,17
50026,COM,A,Population comptée à part,2022,2
49123,COM,A,Population totale,2022,1866
50267,COM,A,Population municipale,2022,2255
50208,COM,A,Population totale,2022,163
49271,COM,A,Population municipale,2022,2139
49211,COM,A,Population municipale,2022,1229
49200,COM,A,Population municipale,2022,6453
50086,COM,A,Population totale,2022,329
49086,COM,A,Population comptée à part,2022,66
50078,COM,A,Population totale,2022,442
50535,COM,A,Population municipale,2022,907
47215,COM,A,Population comptée à part,2022,117
47192,COM,A,Population municipale,2022,77
48165,COM,A,Population totale,2022,196
47102,COM,A,Population comptée à part,2022,12
48075,COM,A,Population totale,2022,924
48136,COM,A,Population comptée à part,2022,2
47141,COM,A,Population comptée à part,2022,6
47112,COM,A,Population totale,2022,480
48019,COM,A,Population totale,2022,207
47075,COM,A,Population totale,2022,1101
47263,COM,A,Population municipale,2022,618
47213,COM,A,Population comptée à part,2022,25
52465,COM,A,Population municipale,2022,134
54092,COM,A,Population comptée à part,2022,1
54053,COM,A,Population comptée à part,2022,4
52474,COM,A,Population totale,2022,33
52517,COM,A,Population totale,2022,125
53162,COM,A,Population totale,2022,995
54100,COM,A,Population comptée à part,2022,9
53061,COM,A,Population totale,2022,467
53071,COM,A,Population municipale,2022,477
52397,COM,A,Population comptée à part,2022,3
54028,COM,A,Population comptée à part,2022,18
52247,COM,A,Population totale,2022,208
44172,COM,A,Population comptée à part,2022,285
46007,COM,A,Population municipale,2022,1000
45345,COM,A,Population comptée à part,2022,33
45088,COM,A,Population comptée à part,2022,10
45004,COM,A,Population municipale,2022,13432
45070,COM,A,Population totale,2022,52
44200,COM,A,Population comptée à part,2022,8
45054,COM,A,Population comptée à part,2022,9
45259,COM,A,Population totale,2022,1181
45347,COM,A,Population municipale,2022,797
45094,COM,A,Population totale,2022,230
46061,COM,A,Population totale,2022,178
54512,COM,A,Population comptée à part,2022,2
54500,COM,A,Population comptée à part,2022,5
54307,COM,A,Population comptée à part,2022,4
55005,COM,A,Population municipale,2022,35
54313,COM,A,Population totale,2022,229
54257,COM,A,Population municipale,2022,5396
54513,COM,A,Population totale,2022,659
54328,COM,A,Population comptée à part,2022,79
55077,COM,A,Population totale,2022,265
54271,COM,A,Population comptée à part,2022,2
54458,COM,A,Population municipale,2022,109
55174,COM,A,Population municipale,2022,69
51295,COM,A,Population totale,2022,309
51507,COM,A,Population comptée à part,2022,108
51235,COM,A,Population municipale,2022,242
51634,COM,A,Population comptée à part,2022,10
51392,COM,A,Population totale,2022,210
52107,COM,A,Population comptée à part,2022,4
52006,COM,A,Population totale,2022,366
51639,COM,A,Population municipale,2022,40
51239,COM,A,Population comptée à part,2022,1
51617,COM,A,Population municipale,2022,603
51468,COM,A,Population totale,2022,414
52090,COM,A,Population comptée à part,2022,3
42236,COM,A,Population municipale,2022,540
43067,COM,A,Population municipale,2022,270
42200,COM,A,Population municipale,2022,1534
42307,COM,A,Population municipale,2022,957
41271,COM,A,Population municipale,2022,557
42196,COM,A,Population comptée à part,2022,4
43105,COM,A,Population totale,2022,182
42016,COM,A,Population municipale,2022,425
42276,COM,A,Population municipale,2022,412
42226,COM,A,Population municipale,2022,452
41297,COM,A,Population comptée à part,2022,11
42084,COM,A,Population totale,2022,163
57073,COM,A,Population municipale,2022,860
56189,COM,A,Population comptée à part,2022,18
56242,COM,A,Population totale,2022,672
55508,COM,A,Population comptée à part,2022,13
55444,COM,A,Population comptée à part,2022,2
55321,COM,A,Population municipale,2022,181
56148,COM,A,Population totale,2022,1686
56026,COM,A,Population comptée à part,2022,50
57024,COM,A,Population municipale,2022,195
55340,COM,A,Population totale,2022,366
56024,COM,A,Population totale,2022,2349
56027,COM,A,Population totale,2022,553
45296,COM,A,Population municipale,2022,768
46083,COM,A,Population municipale,2022,1154
45133,COM,A,Population municipale,2022,539
44030,COM,A,Population totale,2022,4519
45193,COM,A,Population municipale,2022,2185
46072,COM,A,Population totale,2022,310
45184,COM,A,Population municipale,2022,386
46034,COM,A,Population municipale,2022,301
44175,COM,A,Population municipale,2022,5246
44144,COM,A,Population municipale,2022,2358
45317,COM,A,Population municipale,2022,1338
45127,COM,A,Population totale,2022,3298
53184,COM,A,Population comptée à part,2022,5
53119,COM,A,Population totale,2022,4660
54014,COM,A,Population comptée à part,2022,7
52394,COM,A,Population comptée à part,2022,9
53072,COM,A,Population totale,2022,1316
53083,COM,A,Population totale,2022,837
54065,COM,A,Population municipale,2022,1067
52502,COM,A,Population totale,2022,64
52346,COM,A,Population municipale,2022,368
52205,COM,A,Population comptée à part,2022,16
52246,COM,A,Population totale,2022,604
53161,COM,A,Population totale,2022,3250
50194,COM,A,Population totale,2022,384
49100,COM,A,Population municipale,2022,473
50517,COM,A,Population comptée à part,2022,4
50299,COM,A,Population comptée à part,2022,9
49261,COM,A,Population comptée à part,2022,165
50435,COM,A,Population comptée à part,2022,13
50491,COM,A,Population totale,2022,433
51033,COM,A,Population totale,2022,276
49343,COM,A,Population municipale,2022,3178
50032,COM,A,Population comptée à part,2022,31
50411,COM,A,Population comptée à part,2022,11
49362,COM,A,Population comptée à part,2022,31
54558,COM,A,Population municipale,2022,284
55211,COM,A,Population comptée à part,2022,0
54388,COM,A,Population totale,2022,76
54263,COM,A,Population municipale,2022,6250
55045,COM,A,Population comptée à part,2022,11
54149,COM,A,Population municipale,2022,1559
54491,COM,A,Population totale,2022,366
54502,COM,A,Population municipale,2022,250
54301,COM,A,Population comptée à part,2022,4
55059,COM,A,Population totale,2022,183
54442,COM,A,Population comptée à part,2022,1
54134,COM,A,Population totale,2022,246
47051,COM,A,Population municipale,2022,2383
47003,COM,A,Population comptée à part,2022,11
47256,COM,A,Population totale,2022,109
47279,COM,A,Population comptée à part,2022,5
