objetID;dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;zD;prF;depPrF;concessionPrF;absF;cumulF;zF;cote;voie;accrochage;anneeMesureTrafic;typeComptageTrafic;typeComptageTrafic_lib;TMJA;ratio_PL;latitudeD;longitudeD;latitudeF;longitudeF
Sanef_4;01/01/2019;A0001;1694;42;60;C;426;42301;0;44;60;C;120;43995;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;60705.0;22,93;49.20561223058432;2.611147835735164;49.215578641697846;2.628032237733475
Sanef_5;01/01/2019;A0001;13620;44;60;C;120;43995;0;57;60;C;740;57615;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;66830.0;23,22;49.215578641697846;2.628032237733475;49.32036272598035;2.687425131748015
Sanef_6;01/01/2019;A0001;8733;57;60;C;740;57615;0;66;60;C;473;66348;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;59640.0;24,67;49.32036272598035;2.687425131748015;49.396986434282354;2.697444769491651
Sanef_7;01/01/2019;A0001;14075;66;60;C;473;66348;0;80;60;C;548;80423;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;55654.0;25,69;49.396986434282354;2.697444769491651;49.521291938160346;2.7211297447727874
Sanef_8;01/01/2019;A0001;11468;80;60;C;548;80423;0;92;60;C;16;91891;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;56145.0;25,52;49.521291938160346;2.7211297447727874;49.62148718717302;2.755599844431155
NbILnCD_section1_Sanef_8;01/01/2019;A0001;9286;92;60;C;16;91891;0;101;80;C;302;101177;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;56145.0;25,52;49.62148718717302;2.755599844431155;49.70368759166156;2.7716974519758466
Sanef_9;01/01/2019;A0001;17216;101;80;C;302;101177;0;118;80;C;518;118393;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;53287.0;26,09;49.70368759166156;2.7716974519758466;49.85249464828893;2.832603650475617
Sanef_10;01/01/2019;A0001;2964;118;80;C;518;118393;0;121;80;C;482;121357;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;66471.0;24,62;49.85249464828893;2.832603650475617;49.878882175783886;2.83706213113598
Sanef_11;01/01/2019;A0001;10318;121;80;C;482;121357;0;131;80;C;800;131675;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;66888.0;25,25;49.878882175783886;2.83706213113598;49.9691704358211;2.861359818342309
Sanef_12;01/01/2019;A0001;4966;131;80;C;800;131675;0;136;80;C;766;136641;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;67641.0;25,05;49.9691704358211;2.861359818342309;50.012149064938576;2.878722857597261
Sanef_13;01/01/2019;A0001;2220;136;80;C;766;136641;0;138;80;C;986;138861;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;44371.0;26,04;50.012149064938576;2.878722857597261;50.031487909137255;2.884262220727895
NbILnCD_section1_Sanef_13;01/01/2019;A0001;7891;138;80;C;986;138861;0;146;62;C;877;146752;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;44371.0;26,04;50.031487909137255;2.884262220727895;50.10132807712914;2.8716932244727222
Sanef_14;01/01/2019;A0001;19107;146;62;C;877;146752;0;165;62;C;984;165859;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;45960.0;26,03;50.10132807712914;2.8716932244727222;50.26996961290587;2.8689218540599977
Sanef_15;01/01/2019;A0001;4322;165;62;C;984;165859;0;170;62;C;306;170181;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;47380.0;26,19;50.26996961290587;2.8689218540599977;50.305991193222674;2.8916676271646797
Sanef_16;01/01/2019;A0001;3760;170;62;C;306;170181;0;174;62;C;66;173941;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;48851.0;25,6;50.305991193222674;2.8916676271646797;50.333711454154425;2.921653379452235
Sanef_17;01/01/2019;A0001;11959;174;62;C;66;173941;0;186;62;C;25;185900;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;73540.0;18,78;50.333711454154425;2.921653379452235;50.427757625605174;2.982702771958614
11199;01/01/2019;A0001;891;186;62;C;25;185900;0;186;62;C;916;186791;0;I;0;ACCROCHE;;;;;;50.427757625605174;2.982702771958614;50.43528360501776;2.9768344524862087
NbILnCD_section1_11199;01/01/2019;A0001;7439;187;62;N;0;186791;0;194;62;N;489;194230;0;I;0;ACCROCHE;;;;;;50.43528360501776;2.9768344524862087;50.49629951330362;3.0009142633108716
NbILnCD_section2_11199;01/01/2019;A0001;6819;194;62;N;489;194230;0;201;59;N;315;201049;0;I;0;ACCROCHE;;;;;;50.49629951330362;3.0009142633108716;50.5447046901845;3.0559182321255265
TMJ19_18;01/01/2019;A0001;5183,6;201;59;N;315;201049;0;206;59;N;485,6;206232,6;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.5447046901845;3.0559182321255265;50.585057428018345;3.092403830972829
TMJ19_19;01/01/2019;A0001;926,4;206;59;N;485,6;206232,6;0;207;59;N;398;207159;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.585057428018345;3.092403830972829;50.59214448597386;3.0993040436103385
TMJ19_20;01/01/2019;A0001;946;207;59;N;398;207159;0;208;59;N;350;208105;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.59214448597386;3.0993040436103385;50.6000178911301;3.10345602823846
TMJ19_21;01/01/2019;A0001;793,4;208;59;N;350;208105;0;209;59;N;151,4;208898,4;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.6000178911301;3.10345602823846;50.60612422409544;3.0982033015107096
TMJ19_22;01/01/2019;A0001;1355,6;209;59;N;151,4;208898,4;0;210;59;N;506;210254;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.60612422409544;3.0982033015107096;50.61493421459968;3.0850725301092687
TMJ19_23;01/01/2019;A0001;819;210;59;N;506;210254;0;210;59;N;1325;211073;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.61493421459968;3.0850725301092687;50.62103802640487;3.0821445133619183
TMJ19_24;01/01/2019;A0001;50;210;59;N;1325;211073;0;210;59;N;1375;211123;0;I;0;ACCROCHE;0.0;;;;;50.62103802640487;3.0821445133619183;50.62139025955398;3.0825707015044177
TMJ19_25;01/01/2019;A0001A;1026,9;0;59;N;0;0;0;0;59;N;1026,9;1026,9;0;I;0;ACCROCHE;2019.0;8.0;Temporaire journalier;;;50.605881714767584;3.0983349706253285;50.599651400407026;3.108045442327604
TMJ19_26;01/01/2019;A0001A;152,1;0;59;N;1026,9;1026,9;0;0;59;N;1179;1179;0;I;0;ACCROCHE;2019.0;8.0;Temporaire journalier;;;50.599651400407026;3.108045442327604;50.599503981792765;3.110046479370589
Sanef_38;01/01/2019;A0002;3533;0;80;C;0;0;0;3;80;C;533;3533;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;23269.0;23,17;50.0162552137586;2.881078567877962;50.036771136493115;2.907553675684137
0Odmg0O_section1_Sanef_38;01/01/2019;A0002;1122;3;80;C;533;3533;0;4;62;C;655;4655;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;23269.0;23,17;50.036771136493115;2.907553675684137;50.04219866479426;2.920660671392374
0Odmg0O_section2_Sanef_38;01/01/2019;A0002;382;4;62;C;655;4655;0;5;80;C;37;5037;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;23269.0;23,17;50.04219866479426;2.920660671392374;50.04428512744227;2.925301615752705
0Odmg0O_section3_Sanef_38;01/01/2019;A0002;18563;5;80;C;37;5037;0;23;62;C;600;23600;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;23269.0;23,17;50.04428512744227;2.925301615752705;50.14432994386106;3.1271612952011067
Sanef_39;01/01/2019;A0002;39;23;62;C;600;23600;0;23;62;C;639;23639;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;30405.0;22,11;50.14432994386106;3.1271612952011067;50.144548417866176;3.1275265779766945
0Odmg0O_section1_Sanef_39;01/01/2019;A0002;5675;23;62;C;639;23639;0;29;59;C;314;29314;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;30405.0;22,11;50.144548417866176;3.1275265779766945;50.1777339825233;3.1853952445782014
Sanef_40;01/01/2019;A0002;13367;29;59;C;314;29314;0;43;59;N;0;42681;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;30846.0;22,23;50.1777339825233;3.1853952445782014;50.254110644077805;3.322197213321025
TMJ19_27;01/01/2019;A0002;4989;43;59;N;0;42681;0;48;59;N;0;47670;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.254110644077805;3.322197213321025;50.29059447682466;3.359168460312257
TMJ19_28;01/01/2019;A0002;4768;48;59;N;0;47670;0;52;59;N;775;52438;0;I;0;ACCROCHE;2019.0;8.0;Temporaire journalier;;;50.29059447682466;3.359168460312257;50.31598146116443;3.411125953374838
TMJ19_29;01/01/2019;A0002;6239;52;59;N;775;52438;0;59;59;N;25;58677;0;I;0;ACCROCHE;2019.0;8.0;Temporaire journalier;;;50.31598146116443;3.411125953374838;50.341032876238295;3.4863688707671625
TMJ19_30;01/01/2019;A0002;1946;59;59;N;25;58677;0;60;59;N;973;60623;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.341032876238295;3.4863688707671625;50.337189747933316;3.5130796004926452
TMJ19_31;01/01/2019;A0002;3050;60;59;N;973;60623;0;64;59;N;30;63673;0;I;0;ACCROCHE;2019.0;8.0;Temporaire journalier;;;50.337189747933316;3.5130796004926452;50.33615826883413;3.5547104020725837
TMJ19_32;01/01/2019;A0002;14422;64;59;N;30;63673;0;78;59;N;456;78095;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;;;50.33615826883413;3.5547104020725837;50.43877441677524;3.668669564105035
TMJ19_33;01/01/2019;A0002;10;78;59;N;456;78095;0;78;59;N;466;78105;0;I;0;ACCROCHE;0.0;;;;;50.43877441677524;3.668669564105035;50.438816917757734;3.668795090372201
TMJ19_34;01/01/2019;A0003;2657;0;93;N;0;0;0;2;93;N;600;2657;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;131984.0;;48.86455746244543;2.4125739193013747;48.87611466951426;2.442135571985308
TMJ19_35;01/01/2019;A0003;2026;2;93;N;600;2657;0;5;93;N;0;4683;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;131984.0;;48.87611466951426;2.442135571985308;48.88382567826047;2.4660052725982244
TMJ19_36;01/01/2019;A0003;850;5;93;N;0;4683;0;5;93;N;850;5533;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;131984.0;;48.88382567826047;2.4660052725982244;48.888008394987764;2.4741311697019506
TMJ19_37;01/01/2019;A0003;570;5;93;N;850;5533;0;6;93;N;480;6103;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;118500.0;;48.888008394987764;2.4741311697019506;48.89298149037224;2.472757034419467
TMJ19_38;01/01/2019;A0003;790;6;93;N;480;6103;0;7;93;N;300;6893;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;118500.0;;48.89298149037224;2.472757034419467;48.89961374415279;2.4696075384957443
TMJ19_39;01/01/2019;A0003;6808;7;93;N;300;6893;0;13;93;N;959;13701;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;136851.0;112;48.89961374415279;2.4696075384957443;48.958718236643946;2.4733858911622737
TMJ19_40;01/01/2019;A0003;1068;13;93;N;959;13701;0;15;93;N;0;14769;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;136851.0;112;48.958718236643946;2.4733858911622737;48.96738404868081;2.47865034739312
TMJ19_41;01/01/2019;A0003;234;15;93;N;0;14769;0;15;93;N;234;15003;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;136851.0;112;48.96738404868081;2.47865034739312;48.96937587109726;2.4817181973727287
TMJ19_42;01/01/2019;A0003;6;15;93;N;234;15003;0;0;95;N;0;15009;0;I;0;ACCROCHE;0.0;;;;;48.96937587109726;2.4817181973727287;48.96942746473316;2.481796084082593
TMJ19_43;01/01/2019;A0003;3300;0;95;N;0;15009;0;18;95;N;615;18309;0;I;0;ACCROCHE;0.0;;;;;48.96942746473316;2.481796084082593;48.99099104345368;2.5122873557181227
TMJ19_44;01/01/2019;A0004;730,1;0;94;N;0;0;0;0;94;N;730,1;730,1;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;221626.0;;48.8263462165024;2.391511088305366;48.82107182259197;2.399549991647247
TMJ19_45;01/01/2019;A0004;2255,9;0;94;N;730,1;730,1;0;2;94;N;968;2986;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;221626.0;;48.82107182259197;2.399549991647247;48.817203469248824;2.429404197462857
TMJ19_46;01/01/2019;A0004;744;2;94;N;968;2986;0;3;94;N;708;3730;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;221626.0;;48.817203469248824;2.429404197462857;48.81734579556479;2.4394530116384456
TMJ19_47;01/01/2019;A0004;1114;3;94;N;708;3730;0;4;94;N;820;4844;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;221626.0;;48.81734579556479;2.4394530116384456;48.817054357702986;2.454277949716096
TMJ19_48;01/01/2019;A0004;465;4;94;N;820;4844;0;5;94;N;266;5309;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;218577.0;80;48.817054357702986;2.454277949716096;48.81955645897841;2.459177252730646
TMJ19_49;01/01/2019;A0004;744;5;94;N;266;5309;0;6;94;N;5;6053;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;218577.0;80;48.81955645897841;2.459177252730646;48.825083530474295;2.4639503107477343
TMJ19_50;01/01/2019;A0004;591;6;94;N;5;6053;0;6;94;N;596;6644;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;218577.0;80;48.825083530474295;2.4639503107477343;48.82762919008094;2.4709392548159643
TMJ19_51;01/01/2019;A0004;1123;6;94;N;596;6644;0;7;94;N;720;7767;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;218577.0;80;48.82762919008094;2.4709392548159643;48.82979413263171;2.4858263108148337
TMJ19_52;01/01/2019;A0004;1441;7;94;N;720;7767;0;9;94;N;158;9208;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;166109.0;148;48.82979413263171;2.4858263108148337;48.82783312242459;2.504610238912163
TMJ19_53;01/01/2019;A0004;3337;9;94;N;158;9208;0;12;94;N;464;12545;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;166109.0;148;48.82783312242459;2.504610238912163;48.83659899582457;2.544550048164474
TMJ19_54;01/01/2019;A0004;236;12;94;N;464;12545;0;12;94;N;700;12781;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;166109.0;148;48.83659899582457;2.544550048164474;48.83647052404526;2.5478809674486294
CONTINUITE_19;01/01/2019;A0004;300;12;94;N;700;12781;0;12;94;N;1000;13081;0;I;0;ACCROCHE;;;;;;48.83647052404526;2.5478809674486294;48.83625313032755;2.5518906893155884
Sanef_80;01/01/2019;A0004;858;13;93;C;0;13081;0;13;93;C;858;13939;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;163077.0;4,86;48.83625313032755;2.5518906893155884;48.83565889173843;2.5633832107218417
Sanef_81;01/01/2019;A0004;1471;13;93;C;858;13939;0;15;93;C;329;15410;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;181137.0;4,75;48.83565889173843;2.5633832107218417;48.83461186528598;2.5831719277664935
zo51J2K_section1_11339;01/01/2019;A0004;271;15;93;C;329;15410;0;15;93;C;600;15681;0;I;0;ACCROCHE;;;;;;48.83461186528598;2.5831719277664935;48.834289506766595;2.5867917398187235
CtC3VtJ_section2_11339;01/01/2019;A0004;2435;15;93;C;600;15681;0;18;77;C;35;18116;0;I;0;ACCROCHE;;;;;;48.834289506766595;2.5867917398187235;48.829795524823794;2.619165486817187
Sanef_82;01/01/2019;A0004;1965;18;77;C;35;18116;0;20;77;C;0;20081;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;175703.0;7,63;48.829795524823794;2.619165486817187;48.83153051511423;2.6455734121879257
Sanef_83;01/01/2019;A0004;1406;20;77;C;0;20081;0;21;77;C;406;21487;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;179841.0;14,55;48.83153051511423;2.6455734121879257;48.83226523163842;2.66477100031748
Sanef_84;01/01/2019;A0004;3074;21;77;C;406;21487;0;24;77;C;480;24561;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;126847.0;4,62;48.83226523163842;2.66477100031748;48.8298154045672;2.7064789400713765
Sanef_85;01/01/2019;A0004;6582;24;77;C;480;24561;0;31;77;C;62;31143;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;110475.0;4,04;48.8298154045672;2.7064789400713765;48.83343273894192;2.7956598661529837
Sanef_86;01/01/2019;A0004;2938;31;77;C;62;31143;0;34;77;C;0;34081;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;62284.0;4,46;48.83343273894192;2.7956598661529837;48.84578191210153;2.830108686611669
Sanef_87;01/01/2019;A0004;1948;34;77;C;0;34081;0;35;77;C;948;36029;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;38339.0;7,81;48.84578191210153;2.830108686611669;48.860460596958845;2.8445149141776773
Sanef_88;01/01/2019;A0004;4802;35;77;C;948;36029;0;40;77;C;750;40831;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;62264.0;8,23;48.860460596958845;2.8445149141776773;48.8861951416901;2.8959716723262505
Sanef_89;01/01/2019;A0004;13424;40;77;C;750;40831;0;54;77;C;174;54255;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;30215.0;9,99;48.8861951416901;2.8959716723262505;48.95137729692359;3.042652492854777
Sanef_90;01/01/2019;A0004;10605;54;77;C;174;54255;0;64;77;C;779;64860;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;23408.0;11,24;48.95137729692359;3.042652492854777;49.01228642574415;3.150349852283613
Sanef_91;01/01/2019;A0004;2996;64;77;C;779;64860;0;67;77;C;775;67856;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21623.0;11,8;49.01228642574415;3.150349852283613;49.03236879556037;3.176890361609111
CtC3VtJ_section1_Sanef_91;01/01/2019;A0004;17935;67;77;C;775;67856;0;85;2;C;710;85791;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21623.0;11,8;49.03236879556037;3.176890361609111;49.08033554803995;3.401141382776672
Sanef_92;01/01/2019;A0004;16730;85;2;C;710;85791;0;102;2;C;440;102521;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21639.0;11,27;49.08033554803995;3.401141382776672;49.13446563103051;3.6099237866419656
CtC3VtJ_section1_Sanef_92;01/01/2019;A0004;6660;102;2;C;440;102521;0;109;51;C;100;109181;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21639.0;11,27;49.13446563103051;3.6099237866419656;49.15078065211988;3.6962692140575397
CtC3VtJ_section2_Sanef_92;01/01/2019;A0004;1805;109;51;C;100;109181;0;110;2;C;905;110986;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21639.0;11,27;49.15078065211988;3.6962692140575397;49.156529790055394;3.718350830297041
Sanef_93;01/01/2019;A0004;3210;110;2;C;905;110986;0;114;2;C;115;114196;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;22789.0;10,94;49.156529790055394;3.718350830297041;49.17781474585986;3.747846451934716
CtC3VtJ_section1_Sanef_93;01/01/2019;A0004;17935;114;2;C;115;114196;0;132;51;C;50;132131;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;22789.0;10,94;49.17781474585986;3.747846451934716;49.247604323738;3.9507668707665
Sanef_94;01/01/2019;A0004;1080;132;51;C;50;132131;0;133;51;C;130;133211;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11749.0;9,57;49.247604323738;3.9507668707665;49.243547306669825;3.964215383429587
Sanef_95;01/01/2019;A0004;5600;133;51;C;130;133211;0;138;51;C;730;138811;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;27289.0;17,3;49.243547306669825;3.964215383429587;49.20746614824186;4.009210277921476
Sanef_96;01/01/2019;A0004;6214;138;51;C;730;138811;0;144;51;C;944;145025;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;25477.0;18,16;49.20746614824186;4.009210277921476;49.20414345124358;4.091721090537059
Sanef_97;01/01/2019;A0004;22846;144;51;C;944;145025;0;167;51;C;790;167871;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;37347.0;16,77;49.20414345124358;4.091721090537059;49.055554271616444;4.286704134283927
Sanef_98;01/01/2019;A0004;3010;167;51;C;790;167871;0;170;51;C;800;170881;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;25694.0;18,34;49.055554271616444;4.286704134283927;49.042774489839445;4.322546602685275
Sanef_99;01/01/2019;A0004;8812;170;51;C;800;170881;0;179;51;C;612;179693;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;16893.0;17,83;49.042774489839445;4.322546602685275;49.03456904938112;4.440165280379092
Sanef_100;01/01/2019;A0004;32586;179;51;C;612;179693;0;212;51;C;198;212279;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;16521.0;17,83;49.03456904938112;4.440165280379092;49.07309988341048;4.869597759024023
Sanef_101;01/01/2019;A0004;9698;212;51;C;198;212279;0;221;51;C;896;221977;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;16713.0;19,79;49.07309988341048;4.869597759024023;49.091944308900004;4.995462275199733
CtC3VtJ_section1_Sanef_101;01/01/2019;A0004;8354;221;51;C;896;221977;0;230;55;C;250;230331;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;16713.0;19,79;49.091944308900004;4.995462275199733;49.09152958125132;5.102112879027486
Sanef_102;01/01/2019;A0004;12985;230;55;C;250;230331;0;243;55;C;235;243316;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;16720.0;19,65;49.09152958125132;5.102112879027486;49.096101738102604;5.275671978674011
Sanef_103;01/01/2019;A0004;10800;243;55;C;235;243316;0;254;55;C;35;254116;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;15930.0;19,63;49.096101738102604;5.275671978674011;49.11026675608132;5.411692260613889
Sanef_104;01/01/2019;A0004;16303;254;55;C;35;254116;0;270;55;C;338;270419;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;17570.0;19,28;49.11026675608132;5.411692260613889;49.126555132071736;5.616466431388343
Sanef_105;01/01/2019;A0004;10500;270;55;C;338;270419;0;280;55;C;838;280919;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;16975.0;19,43;49.126555132071736;5.616466431388343;49.16261943709273;5.744961638379584
CtC3VtJ_section1_Sanef_105;01/01/2019;A0004;11973;280;55;C;838;280919;0;292;54;C;811;292892;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;16975.0;19,43;49.16261943709273;5.744961638379584;49.198114478319795;5.895983427682096
Sanef_106;01/01/2019;A0004;6363;292;54;C;811;292892;0;299;54;C;174;299255;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;17874.0;18,94;49.198114478319795;5.895983427682096;49.19797252130791;5.982022962564002
CtC3VtJ_section1_Sanef_106;01/01/2019;A0004;552;299;54;C;174;299255;0;299;54;C;726;299807;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;17874.0;18,94;49.19797252130791;5.982022962564002;49.19620489719678;5.98693660910862
Sanef_107;01/01/2019;A0004;12160;299;54;C;726;299807;0;311;57;C;886;311967;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;24491.0;16,83;49.19620489719678;5.98693660910862;49.2071339746442;6.129650525132188
Sanef_108;01/01/2019;A0004;1164;311;57;C;886;311967;0;313;57;C;50;313131;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;33587.0;13,02;49.2071339746442;6.129650525132188;49.20085517984125;6.141505522012728
Sanef_109;01/01/2019;A0004;2779;313;57;C;50;313131;0;315;57;C;829;315910;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;57785.0;9,22;49.20085517984125;6.141505522012728;49.20099081656813;6.175141204704857
Sanef_110;01/01/2019;A0004;2483;315;57;C;829;315910;0;318;57;C;312;318393;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;59004.0;13,16;49.20099081656813;6.175141204704857;49.19740623781399;6.2084021120898365
Sanef_111;01/01/2019;A0004;7888;318;57;C;312;318393;0;326;57;C;200;326281;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;52150.0;10,28;49.19740623781399;6.2084021120898365;49.14134835724789;6.2463178146075355
Sanef_112;01/01/2019;A0004;2659;326;57;C;200;326281;0;328;57;C;859;328940;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21308.0;21,72;49.14134835724789;6.2463178146075355;49.127388739202615;6.269605892195061
Sanef_113;01/01/2019;A0004;14641;328;57;C;859;328940;0;343;57;C;500;343581;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;36913.0;16,35;49.127388739202615;6.269605892195061;49.14057843618399;6.464037155540545
Sanef_114;01/01/2019;A0004;18800;343;57;C;500;343581;0;362;57;C;300;362381;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;31229.0;18,42;49.14057843618399;6.464037155540545;49.13598507404601;6.713461981433401
Sanef_115;01/01/2019;A0004;7200;362;57;C;300;362381;0;369;57;C;500;369581;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;40025.0;17,42;49.13598507404601;6.713461981433401;49.13925454836004;6.80744402937177
Sanef_116;01/01/2019;A0004;5300;369;57;C;500;369581;0;374;57;C;800;374881;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;22814.0;14,94;49.13925454836004;6.80744402937177;49.10819614739399;6.855745299556608
Sanef_117;01/01/2019;A0004;6800;374;57;C;800;374881;0;381;57;C;600;381681;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;19349.0;16,03;49.10819614739399;6.855745299556608;49.069145684801654;6.919956478248809
Sanef_118;01/01/2019;A0004;8600;381;57;C;600;381681;0;390;57;C;200;390281;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;17690.0;17,08;49.069145684801654;6.919956478248809;49.042208489352404;7.025220725566686
Sanef_119;01/01/2019;A0004;2896;390;57;C;200;390281;0;393;57;C;96;393177;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;20621.0;16,44;49.042208489352404;7.025220725566686;49.0362628764642;7.061411504334686
CtC3VtJ_section1_Sanef_119;01/01/2019;A0004;15104;393;57;C;96;393177;0;408;67;C;200;408281;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;20621.0;16,44;49.0362628764642;7.061411504334686;48.91578734453405;7.1210728344316925
Sanef_120;01/01/2019;A0004;9606;408;67;C;200;408281;0;417;67;C;806;417887;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21754.0;16,13;48.91578734453405;7.1210728344316925;48.83466736869698;7.141323959887072
CtC3VtJ_section1_Sanef_120;01/01/2019;A0004;10394;417;67;C;806;417887;0;428;57;C;200;428281;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21754.0;16,13;48.83466736869698;7.141323959887072;48.775427934976136;7.242763098038812
Sanef_121;01/01/2019;A0004;4728;428;57;C;200;428281;0;432;57;C;928;433009;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;31511.0;21,11;48.775427934976136;7.242763098038812;48.77048808226386;7.306038346017755
CtC3VtJ_section1_Sanef_121;01/01/2019;A0004;6472;432;57;C;928;433009;0;439;67;C;400;439481;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;31511.0;21,11;48.77048808226386;7.306038346017755;48.76912227409209;7.3814725183423455
